author_id,author_language,author_source_id,author_display_name,author_canonical_name,author_agent_kind,author_historicity_status,author_period,author_date_range,author_region,author_cultural_context,author_bio,author_prominence_score,author_prominence_tier,author_confidence,author_notes,author_generator_models,author_generator_run_id,work_count,word_count,representative_titles
tlg1254,grc,tlg1254,Charax,Charax of Pergamon,person,historical,Roman Imperial,2nd–3rd c. CE,Pergamon,Greek historiography,Charax of Pergamon was a Greek historian whose fragments survive on subjects such as geography and mythology. His work is transmitted chiefly through later compilations.,22,specialist,medium,The identification with Pergamon is conventional but not absolutely secure. Surviving fragments are few.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,2471,Fragmenta
tlg1256,grc,tlg1256,Chares,Chares,person,historical,Hellenistic,4th/3rd cent. BCE?,Greece (Mytilene?),Hellenistic philosophy,"Chares of Mytilene (possibly) is a minor figure known from a few sententiae (maxims) and fragments. His identity is uncertain; he may be a philosopher or a poet, but his works survive only in quotations.",6,obscure,low,Not to be confused with the historian Chares of Mytilene. The attribution of the Sententiae is insecure.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,435,Sententiae
tlg0430,grc,tlg0430,Chariclides,Chariclides,person,uncertain,unknown,,,Greek,"Chariclides is known only from a single fragment, preserving no firm biographical details. The name suggests a Greek context, but the work remains too scant for confident dating or attribution.",1,obscure,low,The name Chariclides appears in Greek literature but the author's historicity is uncertain. The fragment is too brief to establish identity or period.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,16,Fragmentum
tlg1257,grc,tlg1257,Charinus,Charinus,person,historical,Classical (5th–4th c. BCE),c. 400–350 BCE,Athens?,Attic orator or statesman known only from fragmentary citations.,"Charinus is a little-known figure from classical Athens, attested only by a single fragment, possibly an orator or politician.",5,obscure,medium,Single fragment (21 words); identity uncertain.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,21,Fragmentum
tlg0554,grc,urn:cts:greekLit:tlg0554,Chariton of Aphrodisias,Chariton of Aphrodisias,person,historical,Imperial Roman,1st-2nd century CE,"Aphrodisias, Caria",Greek,"Chariton of Aphrodisias was a Greek novelist, author of the romance 'Chaereas and Callirhoe', one of the earliest surviving novels.",75,major,high,Well-attested as the author of the novel; name appears in the text itself.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,35399,De Chaerea et Callirhoe
tlg1258,grc,tlg1258,Charon,Charon (of Lampsacus?),person,historical,Classical,ca. 5th cent. BCE,Lampsacus (Hellespont),Greek,"Charon of Lampsacus was an early Greek historian and logographer, known for works on local and Persian history. His fragments preserve important details on archaic Greek and Near Eastern interactions.",30,specialist,medium,"Likely the historian, but the name Charon is also shared with a mythical ferryman and a sculptor; context confirms the Lampsacene historian.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,1127,Fragmenta
tlg1259,grc,tlg1259,Charondas Nomographus,Charondas,person,legendary,Archaic (6th c. BCE),6th c. BCE (traditional),Sicily (Catana),"Greek archaic lawgiver, Sicilian colonies","Legendary lawgiver of Catana in Sicily, credited with a legal code later cited by Aristotle. Historical details are intertwined with tradition.",25,specialist,medium,Attributed as a figure of archaic legislation; surviving fragment is spurious or late.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,866,Fragmentum
tlg1260,grc,tlg1260,Chersias,Chersias,person,legendary,Archaic,7th–6th century BCE (traditional),"Orchomenus, Boeotia",Ancient Greek,"Chersias is a shadowy figure associated with the Epic Cycle or Boeotian poetry. A single dubious fragment, sometimes attributed to Callippus, survives.",5,obscure,low,Attribution is highly uncertain; the surviving fragment may belong to another author. Name known only from late sources.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,13,Fragmentum epicum Dub. (fort. auctore Callippo)
tlg0386,grc,tlg0386,Chilonis Epistula,Chilonis Epistula,work_title,not_applicable,,,,,"A brief pseudonymous letter attributed to Chilonis, a figure from Spartan historiography, but the text is known only as a literary exercise or later composition; the author field here refers to the epistle itself.",5,obscure,high,The label 'Chilonis Epistula' is a title for a short epistolary text; classified as work title.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,34,Epistula
tlg0431,grc,tlg0431,Chionides,Chionides,person,historical,Classical,5th century BCE,Athens,Greek,"Chionides was an Athenian comic poet of the Old Comedy, traditionally considered a contemporary of Magnes. Only title and fragment survive.",15,specialist,medium,Could be confused with Chionis; fragments assigned are minimal.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,3,124,Fragmenta | Fragmentum
tlg0041,grc,tlg0041,Chionis Epistulae,Chionis Epistulae,work_title,not_applicable,Imperial Roman,1st–3rd cent. CE,Unknown,Ancient Greek,"A collection of letters attributed to Chionis, but likely a pseudepigraphic corpus, not an individual author.",20,obscure,high,The display name 'Chionis Epistulae' indicates a work title occupying the author slot.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,4917,Epistulae
tlg1262,grc,tlg1262,Choerilus of Iasus,Choerilus of Iasus,person,legendary,Late Classical / Early Hellenistic,4th c. BCE,Iasus (Caria),Greek,"Choerilus of Iasus is reputed to have been an epic poet who accompanied Alexander the Great and wrote a poem on his victories. Only fragments survive, and his biography is shaped by tradition.",20,specialist,medium,The historicity of Choerilus is debated; he is often treated as a legendary or semi-legendary figure due to the anecdotal nature of the sources.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,115,Fragmentum et titulus | Fragmentum
tlg1263,grc,tlg1263,Choerilus (Epic.),Choerilus Epic.,person,historical,Classical,5th century BCE,Ionia,Greek epic tradition,"Choerilus (Epic.) was a Greek epic poet from Ionia, active in the 5th century BCE. He is known primarily through fragments of his epic works, which reflect the conventions and themes of early Greek heroic poetry.",15,obscure,high,Author identifier includes '(Epic.)' to distinguish from other figures named Choerilus. The attested fragments are sparse and transmitted through later quotations.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,4,886,Fragmenta epica | Fragmenta et tituli | Fragmenta dubia (fort. auctore Choerilo Iasensi) | Tituli (P. Oxy. 11.1399)
tlg0302,grc,tlg0302,Choerilus (Trag.),Choerilus Tragicus,person,historical,Late 6th/early 5th century BCE,-525/-475,Athens,Classical Greek,"Choerilus was a tragic poet of Athens, active in the late 6th to early 5th century BCE. He is considered one of the early figures in the development of Greek tragedy, though only fragments of his work survive. His plays dealt with mythological themes and he is sometimes noted as a predecessor to Aeschylus.",45,specialist,medium,Author ID tlg0302; assigned to tragic poet Choerilus to distinguish from other homonymous authors. Fragments only.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,31,Fragmenta
tlg1797,grc,tlg1797,Choliambica Adespota,Choliambica Adespota,anonymous_label,not_applicable,,,,,"A corpus of anonymous Greek choliambic verse fragments, including a piece possibly by Cercidas.",15,specialist,medium,The label 'Choliambica Adespota' is a modern scholarly designation for anonymous choliambic fragments; one fragment is attributed tentatively to Cercidas.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,564,Anonymus in turpilucrum (fort. auctore Cercida) | Fragmenta choliambica
tlg4094,grc,tlg4094,Choricius,Choricius Gazaeus,person,historical,Late Antiquity,6th cent. CE,Gaza,Greek rhetoric and sophistry in the Eastern Roman Empire,"A Greek sophist and rhetorician from Gaza, active in the first half of the 6th century CE. He studied under Procopius of Gaza and wrote declamations, epithalamia, and other rhetorical works, providing a glimpse into late-antique education and culture.",60,major,high,Well-attested historical figure with surviving works.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,101322,Opera | Fragmenta
tlg2119,grc,tlg2119,Christodorus,Christodorus,person,historical,Late Antiquity,5th–6th century CE,Egypt (Coptos / Panopolis),Late antique Greek poetry / Egyptian Greek,"Christodorus of Coptos was a Greek epic poet of late antiquity. He is known for his ecphrastic poetry, including descriptions of statues in the Zeuxippus gymnasium at Constantinople. His works reflect the literary culture of the Thebaid and the imperial court of Anastasius I.",25,common,high,Christodorus is attested in the Greek Anthology (Book 2) and by other sources. A fragment with known provenance exists.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,4,2837,Epigrammata | Testimonium | Fragmentum | Fragmenta
tlg2371,grc,tlg2371,Chronicon Paschale,Chronicon Paschale,work_title,not_applicable,Byzantine,600–700,Byzantium,Byzantine Greek,"The Chronicon Paschale is an anonymous Byzantine world chronicle, composed in Greek, covering history from Adam to the early 7th century CE. Its title derives from its use of the Easter (Paschal) calendar.",70,major,high,The author field here is occupied by the title of the work itself; the real author is unknown.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,126402,Chronicon paschale
tlg2738,grc,tlg2738,Chronographiae Anonymae,Chronographiae Anonymae,anonymous_label,not_applicable,Byzantine,9th-11th century CE,Byzantine,Byzantine chronicle tradition,"Anonymous Byzantine chronological compilations preserved in manuscript form, likely produced for monastic or courtly historical reference.",15,obscure,medium,Explicitly anonymous; author label reflects the nature of the texts.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,3,2782,Chronographia brevis (e cod. Paris. suppl. gr. 67) | Chronographia brevis (e cod. Coislin. 193) | Chronographia brevis (e cod. Monac. gr. 510)
tlg2195,grc,tlg2195,Chrysermus,Chrysermus,person,historical,Hellenistic / Imperial,1st century BCE – 1st century CE,Alexandria,Alexandrian medicine,"Chrysermus was a Greek physician active in Alexandria during the late Hellenistic or early Imperial period. He is known from fragmentary references in medical doxography, possibly associated with the Herophilean or Empiricist schools.",10,obscure,medium,The fragments are preserved in later medical compilations. TLG identifier tlg2195.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,454,Fragmenta
tlg2559,grc,tlg2559,Chrysippus (Hist.),Chrysippus (Hist.),person,uncertain,Hellenistic?,unknown,unknown,Greek historiography,Chrysippus (Hist.) is a shadowy historian known only from a single fragment; nothing is known about his life or work.,5,obscure,low,Only 60 words survive; the label '(Hist.)' distinguishes him from the famous Stoic philosopher; historicity is uncertain.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,60,Fragmentum
tlg1264,grc,tlg1264,Chrysippus (Phil.),Chrysippus of Soli,person,historical,Hellenistic,ca. 279–206 BCE,"Soli (Cilicia), then Athens",Ancient Greek (Stoic),"Third head of the Stoic school in Athens, a prolific philosopher who systematized early Stoicism. He wrote extensively on logic, physics, and ethics, and is regarded as a second founder of Stoicism. His works survive only in fragments, but they are extensive and crucial for understanding Stoic thought.",90,canonical,high,"The designation (Phil.) distinguishes him from homonyms. The fragment collection includes logical, physical, ethical, and exegetical texts, as well as poetic fragments.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,6,204915,Fragmenta logica et physica | Fragmenta moralia | Fragmenta ad singulos libros relata | Fragmenta quae ad explicationem carminum Homericorum pertinent | Fragmentum (P. Ant. 2.61) | Fragmenta poetica
tlg2417,grc,tlg2417,Cineas,Cineas,person,historical,Hellenistic,ca. 300-200 BCE,Thessaly / Magna Graecia,"Thessalian Greek, diplomat and writer","Cineas was a Thessalian diplomat and author, best known as the trusted advisor of King Pyrrhus of Epirus. His writings, now fragmentary, covered historical and perhaps rhetorical subjects.",15,specialist,medium,The identification with the historical Cineas (envoy of Pyrrhus) is widely accepted but the fragments are sparse.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,238,Fragmenta
tlg0375,grc,tlg0375,Cinesias,Cinesias,person,historical,Classical,early 4th century BCE,Athens,Ancient Greek,"Cinesias was an Athenian dithyrambic poet active in the early 4th century BCE, known for his elaborate style and frequently mocked by comic playwrights such as Aristophanes. Only fragments of his work survive.",35,specialist,medium,Identification relies on ancient testimonia; the author heading is ambiguous due to multiple possible persons named Cinesias.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,2,Fragmentum | Titulus
tlg1163,grc,tlg1163,Claudius,Claudius,person,historical,Imperial period,1st c. CE,Eastern Mediterranean,Greek Imperial literature,"Claudius, a Greek author of uncertain identity, is known only from a single fragment. Likely active in the 1st century CE, further biographical details are unknown.",5,obscure,low,"The name 'Claudius' is common; without further qualification, the author is virtually unattested.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,214,Fragmenta
tlg4305,grc,tlg4305,Claudius Casilon,Claudius Casilon,person,historical,Imperial,2nd–3rd cent. CE?,Roman Empire,Greco-Roman,"Claudius Casilon is a little-known Greek grammarian or rhetor, attested only by a single fragment preserved in a manuscript. His work appears to have focused on Attic orators.",3,obscure,low,The author is known only from a single fragment transmitted in a codex; precise dates and biography are unknown.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,367,Παρὰ τοῖς Ἀττικοῖς ῥήτορσι ζητούμενα (fragmentum) (e cod.
tlg1268,grc,tlg1268,Claudius Iolaus,Claudius Iolaus,person,uncertain,Roman Imperial?,unknown,unknown,Greek historiography,"Claudius Iolaus is a poorly known author of historical fragments; his identity and date are uncertain, and only a few references survive.",2,obscure,low,Fragmentary; possibly a later grammarian or compiler.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,349,Fragmenta
tlg0363,grc,urn:cts:greekLit:tlg0363,Claudius Ptolemaeus,Claudius Ptolemy,person,historical,Imperial,c. 100–170 CE,Alexandria,Ancient Greek / Roman Egyptian,"Ptolemy was a preeminent Greco-Roman astronomer, mathematician, and geographer whose works, especially the Syntaxis (Almagest) and Geography, shaped scientific thought for over a millennium.",100,canonical,high,"This entry represents the full corpus of Ptolemy's works transmitted in Greek, including scientific and astrological texts.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,13,367859,Syntaxis mathematica | Geographia (lib. 4-8) | Apotelesmatica (= Tetrabiblos) | Geographia (lib. 1-3) | Harmonica | Phaseis | Προχείρων κανόνων διάταξις καὶ ψηφοφορία | Hypotheses
tlg0332,grc,tlg0332,Cleaenetus,Cleaenetus,person,historical,Classical?,c. 5th–4th c. BCE?,Unknown,Greek author known only from a single fragment.,"Cleaenetus is an obscure Greek writer attested solely by a 17-word fragment, possibly from a lost work of history or philosophy.",3,obscure,low,Very short fragment; no secure biographical data.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,17,Fragmenta
tlg1269,grc,tlg1269,Cleanthes,Cleanthes,person,historical,Hellenistic,331–232 BCE,Assos / Athens,Stoic school,"Cleanthes of Assos succeeded Zeno as the second head of the Stoa. He was a key figure in early Stoicism, expanding its physics and theology. His Hymn to Zeus is a celebrated philosophical poem.",70,major,high,Cleanthes is a well-documented historical figure. The TLG entry includes both testimonia and fragments. Display name 'Cleanthes' is sufficient.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,10561,Testimonia et fragmenta | Fragmenta
tlg0432,grc,tlg0432,Clearchus (Comic.),Clearchus,person,historical,classical,5th/4th cent. BCE?,Greece (Athens?),Attic comedy,"Clearchus (Comicus) is a poorly attested comic poet from ancient Greece. Only two fragments of his work survive, and his exact identity is uncertain; he may be the same as Clearchus of Athens or other known figures.",4,obscure,low,The TLG distinguishes him with 'Comic.' to separate from other authors named Clearchus; his biography is virtually unknown.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,204,Fragmenta
tlg1270,grc,tlg1270,Clearchus (Phil.),Clearchus (Phil.),person,historical,Classical,4th–3rd c. BCE,Soli,Greek philosophy,"Greek philosopher of the Peripatetic school, student of Aristotle, author of works on ethics, zoology, and paradoxa.",55,common,medium,The label 'Phil.' distinguishes him from other homonymous figures; authorship of some fragments is debated.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,10479,Fragmenta
tlg1271,grc,urn:cts:greekLit:tlg1271,Clemens Romanus (Clement of Rome),Clement of Rome,person,historical,late 1st – early 2nd century CE,c. 35–99 CE,Rome,Early Christian apostolic fathers,"Clement of Rome (fl. c. 96 CE) was an early Christian bishop of Rome, author of the First Epistle to the Corinthians. A large corpus of pseudepigraphical writings (Homilies, Recognitions, letters on virginity) is attributed to him, reflecting later traditions.",85,canonical,high,"Only First Clement is considered authentic; the other works (marked 'Sp.') are attributed pseudepigraphically. The author_historicity_status is historical for the person, but the corpus is mixed.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,12,148706,Homiliae Sp. | Pseudo-Clementina (epitome de gestis Petri praemetaphrastica) Sp. | Pseudo-Clementina (epitome altera auctore Symeone Metaphrasta) Sp. | Epistula i ad Corinthios | Epistula ii ad Corinthios Sp. | Epistula Clementis ad Jacobum Sp. | Epistulae de virginitate Sp. | Recognitiones (ex Eusebio) Sp.
tlg0555,grc,urn:cts:greekLit:tlg0555,Clement of Alexandria,Clemens Alexandrinus,person,historical,late 2nd-early 3rd century CE,150–215 CE,"Alexandria, Egypt","Early Christian, Alexandrian school","Clement of Alexandria was a Christian theologian and head of the Catechetical School of Alexandria, known for synthesizing Greek philosophical traditions with Christian doctrine in works such as the *Stromata* and *Paedagogus*.",85,canonical,high,Well-attested historical figure with multiple extant works.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,8,274906,Stromata | Paedagogus | Protrepticus | Quis dives salvetur | Excerpta ex Theodoto | Fragmenta | Eclogae propheticae | Hymnus Christi servatoris
tlg0622,grc,tlg0622,Cleobuli Epistula,Cleobuli Epistula,work_title,not_applicable,Imperial (or Late Antique),uncertain (likely 1st–3rd century CE),Unknown (Rhodes?),Pseudepigraphic epistolography; tradition of the Seven Sages,"The 'Cleobuli Epistula' is a late antique pseudepigraphic letter attributed to Cleobulus, a legendary tyrant of Lindos and one of the Seven Sages. The work is a brief, moralising piece typical of the epistolary tradition that gathered and invented correspondence of wise men. Since there is no evidence of a historical author, it is treated as a work-title attribution.",10,obscure,low,This is a work-title entry: the author slot is occupied by the title of the piece itself. There is no identifiable person behind the pseudepigraphon.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,36,Epistula
tlg0244,grc,tlg0244,Cleobulina,Cleobulina,person,historical,Archaic,6th century BCE,"Lindos, Rhodes",Greek gnomic poetry and riddle tradition,"Cleobulina, daughter of Cleobulus of Lindos (one of the Seven Sages), was a poet known for composing riddles in hexameter verse. Only fragments survive.",25,specialist,medium,The corpus is very small but she is a rare attested female poet from the Archaic period.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,36,Fragmenta
tlg1274,grc,tlg1274,Cleobulus,Cleobulus,person,legendary,Archaic,6th cent. BCE,"Greece (Lindos, Rhodes)","Greek lyric poetry, Seven Sages tradition","Cleobulus of Lindos was a tyrant and poet, counted among the Seven Sages, known for gnomic sayings and possibly epigrams.",50,common,medium,His historicity is mixed with legend; some attributed fragments are likely later creations.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,115,Epigrammata | Fragmenta
tlg2614,grc,tlg2614,Cleomachus,Cleomachus,person,uncertain,Hellenistic period ?,uncertain,Unknown,Ancient Greek,"Cleomachus is a little-known author preserved only in a few fragments, possibly from a didactic or poetic work. No biographical details survive.",3,obscure,low,The assigned fragments are minimal; the name may be a variant or misattribution from a larger compendium.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,12,Fragmenta
tlg1272,grc,tlg1272,Cleomedes,Cleomedes,person,historical,Roman Imperial (2nd cent. CE?),ca. 150–200 CE?,Eastern Roman Empire (possibly Alexandria?),Greek,"A Greek Stoic astronomer, known for his treatise 'On the Circular Motion of the Celestial Bodies', which explains and critiques contemporary astronomical theories.",35,specialist,medium,Biographical details are scarce; dating is approximate based on internal references. The work survives in a single medieval manuscript tradition.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,24753,De motu circulari corporum caelestium
tlg0900,grc,tlg0900,Cleomenes,Cleomenes,person,historical,Classical?,4th c. BCE?,Unknown,Greek literature,Greek author known only from a single inscription or very brief fragment; otherwise unidentified.,5,obscure,low,Extremely sparse attestation; may refer to multiple homonymous individuals.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,1,Titulus
tlg1273,grc,tlg1273,Cleon,Cleon,person,historical,Classical,5th century BCE,Athens,Athenian politician and general during the Peloponnesian War; lampooned by Aristophanes.,Cleon was a prominent Athenian demagogue and military leader known for his hawkish stance during the Peloponnesian War. He is portrayed negatively in contemporary comedy. Surviving fragments include inscriptions and possible remnants of his speeches.,55,common,high,The attribution of the fragments 'Fragmenta et titulus' and 'Fragmentum' is uncertain; some may not derive directly from Cleon but from references to him.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,229,Fragmenta et titulus | Fragmentum
tlg0361,grc,tlg0361,Cleonides,Cleonides,person,uncertain,Imperial (?),"uncertain, possibly 2nd cent. CE",unknown,Greek musical theory,"Cleonides is the supposed author of the 'Eisagogē Harmonikē' (Introduction to Harmonics), a handbook of music theory summarizing Aristoxenian doctrine. The identity and date of Cleonides are uncertain; he may have lived in the 2nd century CE or later.",35,specialist,medium,The attribution to Cleonides is conventional; his historicity is not securely established. The work is a valuable source for ancient harmonic theory.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,3772,Introductio harmonica
tlg4335,grc,tlg4335,Cleopatra,Cleopatra (scriptor metrologicorum),person,legendary,Hellenistic or Roman,uncertain (possibly 2nd–3rd c. CE?),Alexandria?,Pseudonymous author of a metrological treatise; possibly a legendary figure associated with weights and measures.,"Cleopatra (not the famous queen) is the name attached to a Greek treatise on weights and measures, likely a pseudepigraphic or legendary attribution in the tradition of ancient technical writing.",15,specialist,low,The source lists one work; historicity is uncertain; the name may be a legendary pseudonym for practical metrological literature.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,693,De ponderibus et mensuris
tlg1087,grc,tlg1087,Cleophon,Cleophon,person,historical,Classical,c. 5th–4th c. BCE,Athens,"Attic democracy, political life",Cleophon was an Athenian politician and demagogue known from historical sources; a few inscriptions (tituli) survive under his name.,12,obscure,medium,The corpus consists only of a single inscription; literary fragments are not extant.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,11,Tituli
tlg1275,grc,tlg1275,Cleostratus,Cleostratus,person,historical,Pre-Socratic / early Classical,6th–5th century BCE,Tenedos,Greek astronomy and astrology,"Cleostratus of Tenedos (fl. c. 500 BCE) was an early Greek astronomer and astrologer credited with introducing the zodiac and the octaeteris cycle. Only a few testimonia and fragments survive, indicating his role in early scientific thought.",30,specialist,medium,"The corpus includes testimonia, fragments, and an astrological fragment. His historicity is generally accepted, though the precise details of his contributions are debated.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,3,283,Testimonia | Fragmenta | Astrologia (fragmentum)
tlg1276,grc,tlg1276,Clidemus (Hist.),Clidemus,person,historical,Classical,4th c. BCE,Athens,Greek (Attic),"Clidemus was an early Greek historian of Athens (Atthis writer), active in the 4th century BCE. His work, now fragmentary, was an important source for local Attic history, cults, and antiquities.",35,specialist,medium,Cited by later authors such as Plutarch and Athenaeus; only fragments remain.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,1491,Fragmenta
tlg2305,grc,tlg2305,Clidemus (Phil.),Clidemus,person,historical,Classical,4th century BCE,Athens,Greek,"Clidemus was an Athenian historian and mythographer active in the 4th century BCE. He wrote an Atthis, a local history of Athens, fragments of which survive.",22,specialist,medium,(Phil.) appended to distinguish from other Clidemi; often identified as a local historian with limited surviving fragments.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,328,Testimonia
tlg1277,grc,tlg1277,Clinias,Clinias,person,uncertain,Classical or Hellenistic (possibly 4th–3rd c. BCE),,Possibly Magna Graecia,Pythagorean tradition,"Clinias is a shadowy figure known only from a few fragments and testimonia, plausibly a Pythagorean philosopher from the 4th or 3rd century BCE. The surviving fragments suggest involvement in Pythagorean ethics and number theory.",10,obscure,low,"The identity of Clinias is unclear; the TLG treats this as a distinct author, but the material is fragmentary and the historicity cannot be confirmed. Set to uncertain.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,493,Fragmenta | Testimonia
tlg1278,grc,tlg1278,Clitarchus,Clitarchus,person,uncertain,Hellenistic?,4th–3rd c. BCE?,Unknown,Greek,"Clitarchus is a poorly attested author of a collection of maxims (Sententiae). The name is sometimes confused with the more famous historian of Alexander, but the extant sententiae belong to a different tradition.",8,specialist,medium,"The identification with the historian Clitarchus is not supported by the content; likely a distinct, lesser-known gnomologist.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,1194,Sententiae
tlg2190,grc,tlg2190,Clitonymus,Clitonymus,person,historical,Hellenistic,3rd-2nd c. BCE?,Greek world,Greek historian or grammarian,Clitonymus is a shadowy Hellenistic author known only from a few fragments. He may have written on historical or paradoxographical subjects.,5,obscure,low,"Very little known; identity uncertain; possibly confused with other names (e.g., Clitarchus).",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,209,Fragmenta
tlg1281,grc,tlg1281,Clitophon,Clitophon,person,uncertain,uncertain,unknown,unknown,ancient Greek,"Clitophon is a poorly attested ancient Greek author, known only from one fragment (413 words). The name is known from Platonic dialogues and other literary contexts, but this author cannot be reliably identified with any known figure.",1,obscure,low,"The classification is uncertain due to minimal attestation. The name appears in Plato, but this fragment may belong to a different, otherwise unknown, Clitophon.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,413,Fragmenta
tlg1282,grc,tlg1282,Clytus,Clytus,person,historical,Classical?,5th–4th cent. BCE?,Miletus?,Greek,"Clytus is a shadowy Greek author, possibly a historian or mythographer, known only from fragments. The name may indicate a connection to Miletus, but evidence is insufficient for secure identification.",4,obscure,low,The author is known only from fragmentary citations in later authors; date and origin are speculative.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,324,Fragmenta
tlg4081,grc,urn:cts:greekLit:tlg4081,Colluthus of Lycopolis,Colluthus of Lycopolis,person,historical,5th–6th century CE,fl. ca. 500 CE,"Lycopolis (Asyut), Egypt",Late antique Greek epic poetry,"Colluthus of Lycopolis was a Greek epic poet of the late antique period, known for 'The Rape of Helen' (Raptio Helenae), a short hexameter poem on the abduction of Helen by Paris. He belongs to the School of Nonnus.",40,common,high,"Source ID uses the CTS URN format. The poet is distinct from other homonymous figures (e.g., the grammarian).",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,2339,Raptio Helenae
tlg2632,grc,tlg2632,Comarius,Comarius,person,legendary,late antiquity,3rd–4th century CE?,Egypt,Greek alchemical literature,"Comarius is a shadowy figure in the Greek alchemical tradition, known from a single brief treatise on the philosopher's stone preserved in a Paris manuscript. His historicity is uncertain; he may be a legendary authority.",5,obscure,low,The source label is a personal name but the figure is known only from alchemical pseudepigrapha; 'Comarius' may be a pseudonym or legendary person.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,2344,"De lapide philosophorum (e cod. Paris. B.N. gr. 2327, fol. 74r)"
tlg0408,grc,tlg0408,Comica Adespota ((Caf)),Comica Adespota,anonymous_label,not_applicable,Classical–Hellenistic,5th–3rd cent. BCE,Athens / Greek world,Greek comedy (especially Middle and New Comedy),"Comica Adespota are anonymous fragments of Greek comedy, often attributed to authors like Cratinus, Eupolis, or Aristophanes in the past, but now considered securely anonymous.",40,specialist,high,The annotation '((Caf))' may refer to a source collection (CGF) or an earlier attribution to a specific poet; the fragments are genuinely adespota.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,7290,Fragmenta incertorum poetarum | Fragmenta
