author_id,author_language,author_source_id,author_display_name,author_canonical_name,author_agent_kind,author_historicity_status,author_period,author_date_range,author_region,author_cultural_context,author_bio,author_prominence_score,author_prominence_tier,author_confidence,author_notes,author_generator_models,author_generator_run_id,work_count,word_count,representative_titles
phi0514,lat,phi0514,Egnatius,Egnatius,person,historical,Republican,2nd–1st century BCE,Rome,Roman,"Egnatius is a little-known Roman author of a single hexameter work on natural philosophy, 'De Rerum Natura,' of which only a fragment survives. His identity is obscure but likely dates to the late Republic.",10,obscure,medium,Only a single fragment survives; the name is attested but minimal.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,23,De Rerum Natura
civ0005,lat,civ0005,English Bible (KJV or AV),Bible. English. Authorized Version,work_title,not_applicable,Early Modern,1611,England,Christian,"The English Bible in the King James Version (Authorized Version) is a 1611 translation of the Christian scriptures into English, commissioned by King James I. It had profound influence on English language and literature.",95,canonical,high,"This entry represents the translated text as a work occupying the author slot, not an individual translator.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,75,930901,Lamentations | 1 Samuel | 2 Timothy | Genesis | Acts | John | Romans | 1 Corinthians
civ0006,lat,civ0006,English Bible (RSV),Bible. English. RSV,work_title,not_applicable,mid-20th century (translation),1952 (translation date),United States,"Christian, English-speaking world","The Revised Standard Version (RSV) of the English Bible, a scholarly translation of the Christian scriptures and apocrypha. Cataloged here as a work title because the author heading is the title of the textual corpus, not a person.",90,canonical,high,"The author display name refers to a translation of the Bible, not an individual or group author. Hence author_agent_kind is work_title.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,77,912243,Joshua | Job | Baruch | Nahum | Luke | John | Galatians | 1 Peter
phi0043,lat,phi0043,Q. Ennius,Q. Ennius,person,historical,Republic,239-169 BC,Rome,Roman,"Quintus Ennius, often called the father of Roman poetry, wrote the epic Annales and many tragedies, influencing later Latin literature.",90,canonical,high,Well-attested historical figure; works survive in fragments.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,7,7722,Annales | tragoediae | Saturae | varia | incerta | palliatae | praetextae
phi0515,lat,phi0515,Sex. (vel Sp.) Ennius,"Ennius, Sextus (or Spurius?)",person,historical,Uncertain (likely 2nd–1st century BCE),fl. incert.,Rome,Roman grammar (grammatica),"Sextus (or possibly Spurius) Ennius was a Roman grammarian of uncertain date, known only through fragments of grammatical writings. The name is sometimes confused with the poet Ennius, but he is a distinct figure in the Latin grammatical tradition.",8,obscure,low,Name and remains are extremely uncertain; the praenomen is disputed.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,61,grammatica
phi0516,lat,phi0516,C. Erucius,Gaius Erucius,person,historical,Early Imperial,1st cent. CE,Rome,Roman,C. Erucius was a Roman orator known from a fragment of a speech cited by Quintilian. No further biographical details survive.,5,obscure,low,Known only from a single citation in Quintilian's Institutio Oratoria.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,92,oratio
phi0445,lat,phi0445,C. et L. Caepasii fratres,Caepasii fratres,collective,not_applicable,late republican,1st century BCE,Roman Republic,Latin oratory,"The Caepasii brothers (Gaius and Lucius) were Roman orators, known from a single fragment of a speech (oratio). They are mentioned by Cicero, but their individual lives are obscure.",5,obscure,low,Known only from a single citation; the heading represents a collective attribution.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,20,oratio
phi0312,lat,phi0312,Fabius Dossennus,Fabius Dossennus,person,historical,Republican,2nd century BCE,Rome,Roman,"Fabius Dossennus is an obscure Roman poet of the early Republican period, known from a single dramatic fragment. His name suggests he may have been a writer of comedy or satire.",5,obscure,low,Only one fragment survives; the name is very poorly attested.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,5,"carmina, fragmentum"
phi0058,lat,phi0058,Q. Fabius Maximus Servilianus,"Fabius Maximus Servilianus, Quintus",person,historical,2nd century BCE,c. 150–100 BCE,Rome,Roman Republican,"Roman politician and annalist, consul in 139 BCE. Fragments of his 'Annales' survive.",15,obscure,high,Historical figure; his historical work survives only in fragments.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,20,Annales
phi0061,lat,phi0061,Fabius Pictor,"Fabius Pictor, Quintus",person,historical,3rd century BCE,c. 254-? BCE,Rome,Roman Republic,"Fabius Pictor was one of the earliest Roman historians, writing in Greek and Latin; fragments of his Annales and legal works survive.",70,major,high,Often cited by later historians; fragments.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,137,Annales | Iuris Pontificis Libri
phi0064,lat,phi0064,C. Fannius,"Fannius, C.",person,historical,2nd century BCE,fl. c. 130 BCE,Rome,Roman,"Roman historian and orator, a contemporary of the Gracchi. He wrote historical works and delivered speeches, fragments of which survive.",20,specialist,medium,"Often identified with the consul of 122 BCE, but uncertain.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,136,historiae | orationes
phi0067,lat,phi0067,Favorinus,Favorinus,person,historical,Imperial (Hadrianic),c. 80–c. 160 CE,Roman Empire (East/West),Greek/Roman,"Greek sophist and philosopher who wrote in both Greek and Latin. A eunuch by birth, he was a prominent intellectual figure in Hadrianic Rome. Only fragments of his Latin works survive.",45,specialist,high,The Latin oration fragment is attributed to him but context is unclear.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,110,oratio
phi0866,lat,phi0866,Fenestella,Fenestella,person,historical,1st c. BCE,fl. c. 65 BCE,Rome,Roman,"A Roman historian and antiquarian known for his annalistic work, Fenestella was active in the late Republic. His Annales covered early Roman history, but only fragments survive, cited by later grammarians and historians.",10,obscure,low,"Fenestella is a fragmentary author; his identity and dating depend on rare citations, making secure biography difficult.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,140,Annales
phi1229,lat,phi1229,Flavius Caper,Flavius Caper,person,historical,Antonine period,2nd century CE,Rome,Latin grammar,"Roman grammarian, author of works on orthography and doubtful words.",30,specialist,medium,Fragments survive.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,3205,De Orthographia | De Verbis Dubiis
phi1377,lat,phi1377,Fragmenta Bobiensia,Fragmenta Bobiensia,work_title,not_applicable,Various,Various (compilation modern),"Bobbio, Italy",Latin grammatical tradition,"The Fragmenta Bobiensia is a modern collection of grammatical fragments from the Bobbio monastery, attributed to various ancient authors.",15,specialist,low,Not a single author; a compilation of fragments from different sources.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,8,4462,De Structuris | De Finalibus Syllabis | De Versibus | De Accentibus | De Littera | De Nomine | De Metris | De Propriis Nominibus
phi0518,lat,phi0518,A. Furius Antias,"Furius Antias, A.",person,historical,Late Republic,2nd century BCE,Rome,Roman,"Early Roman poet, known from a few fragments of verse (annalistic epic).",10,obscure,low,Fragments preserved by later grammarians.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,36,carmina
phi0432,lat,phi0432,M. Furius Bibaculus,"Furius Bibaculus, Marcus",person,historical,1st century BCE,103 BCE – BCE?,Italy,Roman Republic,"A neoteric poet of the late Republic, known for satirical and epigrammatic verse. His works survive only in fragments.",35,common,medium,Small surviving corpus; biographical details are uncertain.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,191,carmina
phi1251,lat,phi1251,Gaius,Gaius,person,historical,Roman Empire,2nd century CE,Rome,Roman jurisprudence,"Gaius was a Roman jurist, author of the Institutes, a foundational legal textbook that survived largely intact.",70,major,high,Well-attested; his Institutes are a key source for Roman law.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,3,54347,"Institutiones | Gai Institutionum epitome | Institut., frr. Aeg. et Oxyrh."
phi1035,lat,urn:cts:latinLit:phi1035,Gaius Valerius Flaccus,Valerius Flaccus,person,historical,early imperial,1st century CE (died c. 90 CE),Roman Empire,Latin epic poetry,"Gaius Valerius Flaccus was a Roman poet, author of the epic 'Argonautica', which recounts the story of Jason and the Argonauts. He likely died before completing the work. His life is poorly documented.",70,major,high,Attested through his work and a few external references; dates are approximate.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,37364,Argonautica
phi1908,lat,phi1908,Gallus Antipater,Gallus Antipater,person,historical,late republican,2nd–1st century BCE,Roman Republic,Latin historiography,"Gallus Antipater was a Roman historian, known only from fragmentary references to his historical works (historiae). He is cited by later authors, but his life and career remain obscure.",5,obscure,low,Survives only in fragments; identity and dates are inferred from citations.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,5,historiae
phi0527,lat,phi0527,Gannius,Gannius,person,historical,Uncertain,Uncertain,Uncertain,Roman,A Roman poet known only from a few fragments of verse.,5,obscure,low,Extremely fragmentary; nothing known about life.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,25,carmina
phi0413,lat,phi0413,Gavius Bassus,Gavius Bassus,person,historical,Late Republican / Early Augustan,1st century BCE,Rome,Roman Republic / Empire,"Roman grammarian and antiquarian, known for his work 'De Origine Vocabulorum', fragments of which survive.",20,specialist,medium,Mentioned by later scholars such as Aulus Gellius; his etymological work is fragmentary.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,200,"De Origine Vocabulorum, frr. | fragmentum"
phi0070,lat,phi0070,Cn. Gellius,Cn. Gellius,person,historical,Republic,2nd century BC,Rome,Roman,"Gnaeus Gellius, a Roman annalist whose historical work survives only in fragments.",15,specialist,medium,Fragmentary historian.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,113,Annales
phi0884,lat,phi0884,Gracchus,Gracchus,person,uncertain,2nd–1st c. BCE,fl. uncertain,Rome,Roman,"A shadowy figure known from citations of tragic fragments, possibly a noble amateur tragedian. The name suggests affiliation with the Gracchi family, but the dramatic works cannot be securely attributed.",5,obscure,low,The author is known only via a few tragic fragments; identity and period are highly uncertain. May be a confusion with another Gracchus.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,24,tragoediae
phi0528,lat,phi0528,Granius Flaccus,Granius Flaccus,person,historical,Late Republican,1st century BCE,Rome,Roman,"Granius Flaccus was a Roman jurist, known from fragments of his work on civil law. He is cited in later legal compilations as an authority on procedural rules.",12,specialist,medium,Known from legal fragments; minimal biographical data.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,107,iurisprudentia
phi1257,lat,phi1257,Granius Licinianus,Granius Licinianus,person,historical,Roman Empire,2nd century CE,Rome,Latin historiography,"Granius Licinianus was a Roman historian whose annalistic work survives only in fragments, covering early Roman history.",20,specialist,medium,Fragmentary author known from a single manuscript.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,4484,Annales
phi0887,lat,phi0887,Grattius,Grattius,person,historical,early 1st century CE,c. 1–30 CE,Rome (likely),Roman Imperial,"Roman poet, author of the didactic poem 'Cynegetica' on hunting with dogs, a work in the tradition of Virgil's Georgics.",30,specialist,high,Little known about his life; his poem survives incomplete.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,3514,Cynegetica
civ0003,lat,civ0003,Greek New Testament (NT UBS3 edition),Greek New Testament (NT UBS3 edition),work_title,not_applicable,"1st century CE (original), Latin translations from late antiquity",1st–4th centuries CE,Mediterranean,Christian scriptures,"The Greek New Testament in its standard edition, here represented in Latin translation.",90,canonical,high,"Textual corpus, not a person.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,24,138891,Matthew | Acts | Mark | 1 Corinthians | Romans | 1 John | Galatians | Philemon
phi1260,lat,phi1260,Hadrianus,Hadrianus,person,historical,2nd c. CE,76–138 CE,Rome (born in Spain),Roman Imperial,"The Roman emperor Hadrian was also a poet and orator. His carmina and orationes survive only in fragments, but he was renowned for his learning and patronage of arts. He is one of the few Roman emperors with a literary corpus.",45,common,high,Well-attested historical figure; fragments are preserved by later authors and inscriptions.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,87,carmina | orationes
civ0001,lat,civ0001,Hebrew Bible (MT or BHS),Hebrew Bible,work_title,not_applicable,Various (Iron Age–Hellenistic),c. 1200–150 BCE,Levant,Hebrew/Israelite,The Hebrew Bible (Masoretic Text / Biblia Hebraica Stuttgartensia) is the canonical collection of Jewish scriptures. In Latin contexts it is cited as a source for the Vulgate and Latin patristic literature.,100,canonical,high,Cited as a textual corpus; used as an author heading for biblical quotations in Latin texts.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,38,370428,Zechariah (Zachariah) | Psalms | Deuteronomy | 1 Samuel | Proverbs | Genesis | Ezekiel | 1 Kings
phi0486,lat,phi0486,C. Helvius Cinna,"Helvius Cinna, Gaius",person,historical,1st century BCE,unknown – 44 BCE,Italy,Roman Republic,"A neoteric poet and friend of Catullus, known for highly learned and mythological poetry. Only a few fragments survive.",30,common,medium,Fragments only; his identity is sometimes confused with the tribune Cinna.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,117,carmina
phi0560,lat,phi0560,Helvius Mancia,Helvius Mancia,person,historical,Late Republic,2nd-1st c. BCE,Rome,Roman,Roman orator and freedman known for his sharp wit. Fragments of his speeches are cited by Roman authors.,15,obscure,medium,Known mainly through references in Cicero and others.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,123,oratio
phi0423,lat,phi0423,L. Herennius Balbus,"Herennius Balbus, Lucius",person,historical,1st century BCE,unknown,Italy,Roman Republic,"A Roman orator, known only from a brief fragment of a speech.",10,obscure,low,Only 62 words survive; life is otherwise unknown.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,62,oratio
phi2434,lat,phi2434,Hilarius Arelatensis,Hilarius Arelatensis,person,historical,5th century CE,c. 401–449 CE,Gaul,Roman,Bishop of Arles and poet; known for his sermons and a few poems. His literary output survives in fragmentary form.,25,specialist,medium,Fragments of his poems are collected in various anthologies.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,25,carmina
phi0530,lat,phi0530,A. Hirtius,Aulus Hirtius,person,historical,late republican,c. 90–43 BCE,Roman Republic,Latin historiography and epistolography,"Aulus Hirtius was a Roman politician, military commander, and historian. He is best known for writing the eighth book of Caesar's 'De Bello Gallico' and for his letters. He served as consul in 43 BCE and died in battle.",40,major,high,Well-attested historical figure; dates are well-established.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,7083,De Bello Gallico Liber VIII | epistulae
phi0890,lat,phi0890,Homerus Latinus,Homerus Latinus,tradition,not_applicable,1st century CE,fl. ca. 50–100 CE,Roman Empire,"Latin literature, late antique epic (Ilias Latina)","Homerus Latinus refers to the epitomist of the Ilias Latina, a 1st-century CE Latin abridgment of Homer's Iliad in hexameter verse. The work is a school text and likely by an anonymous grammarian rather than a single known author.",40,common,medium,Traditional attribution as a pseudonymous or conventional name for the epitomist; the actual author's identity is unknown.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,6623,Ilias Latina
phi0893,lat,urn:cts:latinLit:phi0893,Horace,"Horatius Flaccus, Quintus",person,historical,Augustan (1st century BCE),65–8 BCE,Rome,"Latin poetry (Carmina, Ars Poetica, Epistulae, Epodi, Carmen Saeculare, Sermones)","Quintus Horatius Flaccus (Horace) was the leading Augustan poet, renowned for his Odes (Carmina), Satires (Sermones), Epistles (Epistulae), and the Ars Poetica. His consummate lyricism, urbane wit, and moral wisdom have made him a central figure in Western literature.",100,canonical,high,Well-preserved corpus with ample biographical documentation.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,6,44158,Carmina | Ars Poetica | Epistulae | Epodi | Carmen Saeculare | Sermones
phi0532,lat,phi0532,Q. Hortensius Hortalus,"Hortensius Hortalus, Quintus",person,historical,Late Republican,114–50 BCE,Rome,Roman,"Quintus Hortensius Hortalus was a renowned Roman orator, rival of Cicero, and a statesman. He also wrote poetry, but his oratorical works survive only in fragments. His style was considered more Asianist than Ciceronian.",40,major,high,Fragments of speeches and poems preserved by Cicero and later authors.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,37,orationes | carmina
phi0079,lat,phi0079,Hostius,Hostius,person,historical,2nd century BCE,c. 190?-later,Rome,Roman Republic,Hostius was a Roman poet who wrote an epic on the Histrian War; only fragments survive.,15,obscure,medium,Fragments of Bellum Histricum.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,80,Bellum Histricum
phi1263,lat,phi1263,Hyginus,Hyginus,person,historical,2nd century CE (uncertain),uncertain,Rome (uncertain),Roman Empire,"Hyginus is the traditional name of the author of the Fabulae, a Latin compendium of mythology; his identity and date are uncertain.",70,major,medium,Author of Fabulae; attribution traditional.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,29370,Fabulae
phi0899,lat,phi0899,Hyginus Astronomus,Hyginus Astronomus,person,pseudonymous,1st–2nd century CE,fl. c. 100 CE,Rome,Roman,"Author of the 'De Astronomia', a handbook on mythology and astronomy. The work is a compilation; the name Hyginus may be a pseudonym or a misattribution.",60,major,medium,Distinct from C. Iulius Hyginus; the Astronomica is likely a later epitome.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,23350,Astronomica
phi1266,lat,phi1266,Hyginus Gromaticus,Hyginus Gromaticus,person,historical,2nd century CE,c. 100–200 CE,Rome (likely),Roman Imperial,"Roman land surveyor and technical writer, author of several treatises on land surveying (gromatics) and boundary disputes.",35,specialist,high,Historical figure; distinct from the mythographer Hyginus.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,5,13604,De Generibus Controversiarum | Constitutio Limitum sp. | De Munition. Castrorum sp. | De Condicionibus Agrorum | De Limitibus
phi1357,lat,phi1357,Imperator M. Ulpius Traianus,Trajan,person,historical,Roman Empire,53–117 CE,Rome,Imperial literature,"Trajan was Roman emperor, known for his Dacian wars and a lost work Dacica, of which only a tiny fragment survives.",25,specialist,medium,Fragmentary; only one word survives from Dacica.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,6,Dacica
phi0944,lat,phi0944,Imperator Nero,Nero Claudius Caesar Augustus Germanicus,person,historical,Roman Empire,37–68 CE,Rome,Imperial poetry,"Nero was the fifth Roman emperor, also known for his poetic compositions, of which only a few fragments survive.",40,common,medium,Fragmentary poetic output; historical figure widely attested.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,72,carmina
phi0902,lat,phi0902,Iulius Africanus,Iulius Africanus,person,historical,Roman Imperial,2nd-3rd c. CE,Roman Empire,Roman,"Roman orator active in the imperial period, known only through a single surviving speech. Likely a different figure from the later Christian writer Sextus Iulius Africanus.",15,obscure,low,Very little biographical information survives; fragments indicate an orator.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,11,oratio
phi1604,lat,phi1604,Iulius Atherianus,Iulius Atherianus,person,historical,unknown,unknown,Italy?,Roman,"A little-known author, possibly of historical works, from whom a single fragment survives.",5,obscure,low,Very sparse evidence; only 62 words. Identity and date uncertain.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,62,historiae
phi0450,lat,phi0450,L. Iulius Caesar,"Caesar, L. Iulius",person,historical,Roman Republic (1st century BCE),fl. ca. 90 BCE,"Rome, Italy",Roman Republic,"L. Iulius Caesar (fl. early 1st century BCE) was a Roman politician and author of a work on auspices, fragments of which survive.",10,obscure,medium,Only fragments remain; attribution secure.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,18,"Auspiciorum Liber, fragmenta"
phi0452,lat,phi0452,C. Iulius Caesar Strabo,Gaius Iulius Caesar Strabo,person,historical,Late Republic,c. 130–87 BCE,Rome,Roman,"C. Iulius Caesar Strabo was a Roman orator, politician, and tragic poet. He was a member of the patrician Julian family and held the office of aedile. His orations and tragedies survive only in fragments, yet he is noted for his role in the literary culture of the late Republic.",30,common,high,Historical figure; fragments from his speeches and tragedies preserved by Cicero and others.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,71,orationes | tragoediae
phi1245,lat,phi1245,Sex. Iulius Frontinus,Sextus Iulius Frontinus,person,historical,1st c. CE,c. 30–103 CE,Rome,Roman,"A Roman senator, governor, and military writer, Frontinus served as curator aquarum and wrote De Aquis Urbis Romae, a technical treatise on Rome's water supply. His Strategemata is a collection of military stratagems, and he also wrote on land surveying.",55,major,high,Biography well-attested; all works transmitted intact.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,6,38339,De Aquis Urbis Romae | Strategemata | De Arte Mensoria | De Agrorum Qualitate | De Controversiis | De Limitibus
phi0533,lat,phi0533,C. Iulius Hyginus,"Hyginus, C. Iulius",person,historical,1st century BCE–1st century CE,c. 64 BCE – 17 CE,Rome,Roman,"Roman scholar and writer, a freedman of Augustus. He wrote on grammar, history, and geography; most works lost.",60,major,high,Often conflated with Hyginus Astronomus; distinct persons.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,612,grammatica | historiae
phi0935,lat,phi0935,Iulius Modestus,Iulius Modestus,person,historical,Early Imperial,1st cent. CE,Rome?,Roman,"Iulius Modestus was a Roman grammarian, presumably active in the first century CE. His grammatical works survive only in fragments cited by later grammarians such as Priscian.",15,obscure,high,Fragmentary grammatical citations; he is known from references in later grammarians.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,88,grammatica
phi0938,lat,phi0938,Iulius Montanus,Iulius Montanus,person,historical,1st century CE,fl. c. 50 CE,Rome,Roman,"Roman poet, known from a few fragments; possibly the friend of Seneca and Lucan mentioned in ancient sources.",15,obscure,low,Fragments in Morel and Courtney.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,37,carmina
phi1672,lat,phi1672,Iulius Valerius,Iulius Valerius,person,historical,late antique,3rd–4th century CE,Roman Empire,"Latin literature, late antique","Iulius Valerius was a Latin author known for a poetic work (carmina), likely active in the late antique period. His identity is attested in manuscript traditions, though details of his life remain sparse.",10,obscure,medium,Attested only through a single surviving work; biographical details are uncertain.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,513,carmina
phi0010,lat,phi0010,M. Iunius Brutus iur.,"Iunius Brutus, M. (iur.)",person,historical,Middle Republic,2nd century BCE,Rome,Roman,Roman jurist (iurisconsultus) known for a single fragment of legal writing.,5,obscure,low,Fragmentary legal text; identity uncertain among the Bruti.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,30,iurisprudentia
phi0436,lat,phi0436,M. Iunius Brutus tyr.,Marcus Iunius Brutus,person,historical,Late Republic,85–42 BCE,Rome,Roman,"Roman senator and one of the assassins of Julius Caesar. Known also as an orator and writer, though only fragments of his speeches survive.",70,major,high,The abbreviation 'tyr.' (tyrannicida) references his role in Caesar's assassination.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,35,orationes
phi0315,lat,phi0315,M. Iunius Gracchanus,M. Iunius Gracchanus,person,historical,2nd c. BCE,fl. c. 130 BCE,Rome,Roman,"A Roman jurist and antiquarian who wrote commentarii on constitutional and legal history. His work survives only in citations, notably on the history of the Roman tribes and magistracies.",15,specialist,medium,"Attested by Roman legal sources; the cognomen 'Gracchanus' suggests a connection to Gaius Gracchus, but his works are fragmentary.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,144,commentarii
phi0082,lat,phi0082,D. Iunius Silanus,"Iunius Silanus, D.",person,historical,2nd century BCE,fl. c. 140 BCE,Rome,Roman,Roman author who translated Mago's Carthaginian agricultural manual into Latin. Only a few fragments survive.,10,obscure,low,Fragments in the De Agri Cultura tradition.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,136,versio Latina Magonis
phi2806,lat,phi2806,Iustinianus,Iustinianus,person,historical,6th century CE,482–565 CE,Constantinople,"Byzantine jurisprudence, Roman law (Digesta Iustiniani)","Justinian (Flavius Petrus Sabbatius Iustinianus) was Byzantine emperor from 527 to 565 CE. He commissioned the codification of Roman law, notably the Digesta (Pandectae), which compiled juristic writings and became a foundational text of civil law.",90,canonical,high,Comprehensive and well-attested; the Digesta are a massive compilation from earlier jurists.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,896518,Digesta Iustiniani
phi0534,lat,phi0534,Iuventius,Iuventius,person,historical,Republican (2nd century BCE),2nd century BCE,Rome,Roman Republic,Roman comic poet of the palliata genre; only a few fragments of his plays survive.,20,specialist,medium,Very little is known about his life and work; fragments cited by later grammarians.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,51,palliatae
phi0535,lat,phi0535,M. Iuventius Laterensis,"Iuventius Laterensis, Marcus",person,historical,1st century BCE,c. 100–50 BCE,Rome,Roman Republican,Roman senator and orator known from Cicero's correspondence and a fragment of a speech.,10,obscure,high,Historical figure; very few fragments survive.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,110,oratio
civ0007,lat,civ0007,John Milton (English and Latin),"Milton, John",person,historical,17th century,1608-1674,British Isles,Christian Humanism,"John Milton (1608–1674) was an English poet and intellectual, best known for his epic poem Paradise Lost and for a body of Latin prose and verse that engaged with classical and contemporary political themes.",95,canonical,high,English and Latin author; Latin works include Defensio pro Populo Anglicano.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,109658,"Paradise Lost (English) | Defensionem Regiam (Latin Works, vol. 7, pp. 1-300)"
phi0448,lat,urn:cts:latinLit:phi0448,Julius Caesar,Gaius Iulius Caesar,person,historical,Late Republic,100–44 BCE,Rome,Roman,"Gaius Iulius Caesar was a Roman general, statesman, and author. His commentaries on the Gallic and Civil Wars are masterpieces of Latin prose and remain primary sources for the history of the late Republic. He also produced works on grammar, poetry, and speeches, many of which are lost.",98,canonical,high,Well-attested historical figure with extensive surviving (and fragmentary) writings.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,8,82768,De Bello Gallico | Bellum Civile | epistulae ad familiares | epistulae ad Ciceronem | Anticato | orationes | carmina | De Analogia
phi1276,lat,urn:cts:latinLit:phi1276,Juvenal,"Juvenalis, Decimus Iunius",person,historical,Late 1st–early 2nd century CE,ca. 55–140 CE,Rome,Latin satire (Saturae),"Decimus Iunius Iuvenalis (Juvenal) was the foremost Roman satirist of the Imperial period, active in the late 1st and early 2nd centuries CE. His sixteen hexameter satires excoriate the vices and follies of Roman society, with a caustic and rhetorical style that has influenced Western satire profoundly.",95,canonical,high,Well-preserved corpus; biographical details are limited but generally accepted.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,25099,Saturae
phi0536,lat,phi0536,D. Laberius,Decimus Laberius,person,historical,Roman Republic,106–43 BCE,Rome,Latin mime,"Laberius was a Roman knight and writer of mimes, forced by Caesar to perform on stage; fragments of his mimes survive.",30,common,medium,Fragmentary; important for the history of Roman theater.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,844,mimi
phi0537,lat,phi0537,T. Labienus,"Labienus, Titus",person,historical,Augustan,1st century BCE–1st century CE,Rome,Roman,"Titus Labienus was a Roman orator and historian, known for his outspoken Republican sympathies. His works were ordered destroyed by the Senate, but fragments survive in quotations. He was nicknamed 'Rabienus' (the Mad) for his vehemence.",15,specialist,medium,Survival minimal; known primarily through Seneca the Elder.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,21,oratio
