author_id,author_language,author_display_name,author_canonical_name,author_agent_kind,author_historicity_status,author_period,author_date_range,author_region,author_cultural_context,author_bio,author_prominence_score,author_prominence_tier,author_confidence,author_notes,author_generator_models,author_generator_run_id,work_count,word_count,representative_titles
langnet:reader:author:san:madhavacarya,san,Mādhavācārya,Mādhavācārya,person,historical,medieval,c. 14th century CE,South Asia (Vijayanagara),"Hindu philosophy (Advaita, doxography)","Mādhavācārya is widely regarded as the author of the Sarvadarśanasaṃgraha, a compendium of Indian philosophical systems, and is often identified with the scholar Mādhava of Vijayanagara. His work provides a landmark doxographical survey.",75,major,high,Historical figure; the identity Mādhavācārya sometimes overlaps with Mādhava; the compendium is a key source for Indian philosophy.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,1,605,Sarvadarśanasaṃgraha
langnet:reader:author:san:madhusudanasarasvati,san,Madhusūdanasarasvatī,Madhusūdana Sarasvatī,person,historical,early modern,c. 1540–1640 CE,Bengal / Varanasi,Advaita Vedanta and Gaudiya Vaishnavism,"Madhusūdanasarasvatī was a leading philosopher of Advaita Vedanta and a devotee of Kṛṣṇa. His Siddhāntabindu is a commentary on the Daśaślokī of Śaṅkara, and his works bridge non-dualism and bhakti.",85,canonical,high,Extremely well-documented figure. His works are central to later Advaita and bhakti traditions.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,16097,Siddhāntabindu
langnet:reader:author:san:madhva,san,Mādhva,Mādhva,person,historical,medieval,c. 1199–1278 CE,South Asia,Vaiṣṇava,Mādhva (also known as Madhvācārya) was a Vaiṣṇava philosopher and theologian who founded the Dvaita school of Vedānta. His works include commentaries on the Mahābhārata (Mahābhāratatātparyanirṇaya) and systematic treatises such as the Anuvyākhyāna. He is a central figure in the history of Indian philosophy.,85,major,high,Well-attested historical figure; traditional dates are accepted in scholarly consensus.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,4,240634,Mahābhāratatātparyanirṇaya | Anuvyākhyāna
langnet:reader:author:san:madhva-anandatirtha,san,Mādhva Ānandatīrtha,Madhva (Ānandatīrtha),person,historical,medieval,c. 1238–1317 CE,South India (Karnataka),Dvaita Vedānta,"Mādhva Ānandatīrtha is the founder of the Dvaita school of Vedānta. He authored numerous works, including the Kṛṣṇāmṛtamahārṇava, a devotional poem on Kṛṣṇa.",90,canonical,high,Well-attested historical figure with a substantial biographical and textual tradition.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,6717,Kṛṣṇāmṛtamahārṇava
langnet:reader:author:san:magha,san,Māgha,Māgha,person,historical,early medieval,c. 7th–8th century CE,Indian subcontinent (possibly Gujarat or Rajasthan),Sanskrit courtly epic (mahākāvya) tradition,"Māgha is a renowned Sanskrit poet, author of the epic *Śiśupālavadha* (The Slaying of Śiśupāla), a mahākāvya celebrated for its verbal artistry and complex syntax. He is considered one of the great classical poets alongside Kālidāsa and Bhāravi.",78,major,high,"Little is known of his life, but his work is securely attributed and widely cited in the Sanskrit poetic tradition. The *Śiśupālavadha* is a model of the mahākāvya genre.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,51930,Śiśupālavadha
langnet:reader:author:san:mahasubhasitasamgraha,san,Mahāsubhāṣitasaṃgraha,Mahāsubhāṣitasaṃgraha,work_title,not_applicable,c. 12th–14th century CE,1100–1400,South Asia,Indian subcontinent; Sanskrit anthological tradition,The Mahāsubhāṣitasaṃgraha is a large Sanskrit anthology of gnomic verses (subhāṣitas) from a wide range of authors. The compilation itself is anonymous and traditionally cited by its title.,60,common,medium,The author slot is occupied by the work title as the compilation has no known single compiler.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,1,202463,Mahāsubhāṣitasaṃgraha
langnet:reader:author:san:maitreya,san,Maitreya,Maitreya,person,legendary,ancient,c. 4th–5th century CE (traditional),South Asia,Buddhist Yogācāra philosophy,"Maitreya is a legendary figure in Buddhist tradition, regarded as the source of the Yogācāra teachings embodied in the Madhyāntavibhāgakārikā, transmitted through Asaṅga.",70,major,low,Attribution is traditional; Maitreya is considered a celestial bodhisattva or a human teacher in legend.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,2902,Madhyāntavibhāgakārikā
langnet:reader:author:san:maitreyavyakarana,san,Maitreyavyākaraṇa,Maitreyavyākaraṇa,work_title,not_applicable,c. 8th–10th century CE,700–1000,South Asia (likely Nepal or Kashmir),Indian subcontinent; Mahāyāna Buddhist literature,"Maitreyavyākaraṇa is the title of a Mahāyāna sūtra concerning the future Buddha Maitreya. It is a anonymous scriptural text, transmitted in Sanskrit.",30,specialist,medium,The author slot in catalog records is occupied by the title itself as the text is traditionally not attributed to a named human author.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,3,3583,Maitreyavyākaraṇa
langnet:reader:author:san:mandanamisra,san,Maṇḍanamiśra,Maṇḍanamiśra,person,historical,Classical,c. 700–800,South Asia,Hindu; Mīmāṃsā and Vedānta; known for his synthesis of Bhāṭṭa Mīmāṃsā and Advaita,"Maṇḍanamiśra was a major philosopher and author of the Brahmasiddhi, a seminal text of the Advaita Vedānta tradition. He also wrote the Vibhramaviveka, an analysis of error (khyāti). His work mediates between Mīmāṃsā and Advaita epistemology.",85,major,high,"Sometimes identified with Sureśvara, though traditional accounts vary. Strong evidence for floruit in the 8th century.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,4,72021,Brahmasiddhi | Vibhramaviveka
langnet:reader:author:san:markandeyapurana1,san,Mārkaṇḍeyapurāṇa1,Mārkaṇḍeya Purāṇa,work_title,not_applicable,early medieval,c. 4th–6th century CE (core portions),Indian subcontinent,"Purāṇic Hinduism, mythology and cosmology","The Mārkaṇḍeyapurāṇa is one of the major Purāṇas, attributed to the sage Mārkaṇḍeya in tradition. It contains hymns, cosmological stories, and the influential Devī Māhātmya section glorifying the goddess.",40,specialist,high,"The suffix '1' may indicate a text variant or manuscript grouping. 'Mārkaṇḍeyapurāṇa' is a title, not a personal author.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,1,67225,Mārkaṇḍeyapurāṇa
langnet:reader:author:san:maskari,san,Maskari,Maskari,person,historical,early medieval,c. 600–900 CE,South Asia,Dharmaśāstra tradition,"Maskari is a commentator on the Gautamasmṛti, a legal text. His bhāṣya is an important source for the interpretation of early dharma literature.",45,specialist,medium,Known only through his commentary; biographical details are scarce.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,21719,Gautamasmṛtibhāṣya
langnet:reader:author:san:mathara,san,Māṭhara,Māṭhara,person,historical,Early medieval,c. 300–500 CE,Indian subcontinent,"Sāṃkhya tradition, commentator","Māṭhara is known for the Māṭharavṛtti, a commentary on the Sāṃkhyakārikā. He is considered an important exponent of the Sāṃkhya school, though details of his life are sparse, with attribution relying on his surviving textual work.",55,common,medium,"Attribution is based on textual tradition; independent biographical evidence is lacking, leading to some uncertainty about precise dating.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,32971,Māṭharavṛtti
langnet:reader:author:san:yajnavalkya,san,Yājñavalkya,Yājñavalkya,person,legendary,classical,c. 8th–6th century BCE (traditional dating),Indian subcontinent (likely Mithila),Hinduism,"Yājñavalkya is a legendary Vedic sage and philosopher, central to the Bṛhadāraṇyaka Upaniṣad, and traditionally credited with the Yājñavalkyasmṛti, a key dharmaśāstra text.",85,canonical,high,The sage figure is distinct from the later legal author; the Yājñavalkyasmṛti is a medieval composition attributed to him.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,1,10702,Yājñavalkyasmṛti
langnet:reader:author:san:yamuna,san,Yāmuna,Yāmuna,person,historical,Early medieval,c. 800–900 CE,Indian subcontinent,"Vedānta and Āḻvār tradition, teacher of Śrīvaiṣṇavism","Yāmuna (also known as Yāmunācārya) was a significant early theologian of the Śrīvaiṣṇava tradition, authoring works such as Ātmasiddhi, Saṃvitsiddhi, and Catuḥślokī. He is known for bridging the devotional Āḻvār poetry with systematic Vedānta philosophy.",80,major,high,"Well-attested historical figure with multiple surviving works, referenced extensively in later Śrīvaiṣṇava commentaries.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,6,110843,Ātmasiddhi | Saṃvitsiddhi | Catuḥślokī
langnet:reader:author:san:yaska,san,Yāska,Yāska,person,historical,classical,c. 6th–5th century BCE,Indian subcontinent,Hinduism,"Yāska is an ancient Sanskrit grammarian and etymologist, author of the Nirukta, the foundational text of Vedic etymology and one of the six Vedangas.",75,major,high,Well-attested as a historical figure; the Nirukta is his sole surviving work.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,1,2938,Nirukta
langnet:reader:author:san:yogini-laksminkara,san,Yoginī Lakṣmīṅkarā,Lakṣmīṅkarā,person,legendary,uncertain (ca. 11th–12th century?),,South Asia (Odisha/Bengal?),"Indian Buddhist tantra, mahasiddha tradition","Legendary female mahasiddha of the Buddhist tantric tradition, credited with the Advayasiddhi; her life story is rich in hagiographic elements.",40,specialist,low,Historicity uncertain; known almost entirely from Tibetan hagiographies and a single extant Sanskrit work.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,1117,Advayasiddhi
langnet:reader:author:san:radhakrsnadasagosvamin,san,Rādhākṛṣṇadāsagosvāmin,Rādhākṛṣṇa Dāsa Gosvāmī,person,historical,early modern,c. 16th–17th century CE,"Vrindavan, Indian subcontinent",Gauḍīya Vaiṣṇavism,"Rādhākṛṣṇadāsagosvāmin was a Gauḍīya Vaiṣṇava author and devotee, known for the Sādhanadīpikā, a manual of devotional practice. His works reflect the Bhakti traditions centered on Rādhā and Kṛṣṇa.",50,major,medium,Often linked to the Gosvāmī lineage; biographical details are sparse and reliant on tradition.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,71804,Sādhanadīpikā
langnet:reader:author:san:raghavacaitanya,san,Rāghavacaitanya,Rāghavacaitanya,person,uncertain,early modern,c. 16th–17th century CE,South Asia,Tantric and devotional traditions,"Rāghavacaitanya is known for works on the goddess Mahāgaṇapati, including a stotra and commentary. Little historical evidence exists for his life; he may have been a tantric practitioner in the Ganapatya tradition.",25,specialist,low,"The attribution is based on manuscript colophons. The name suggests a devotional lineage, but biographical details are lacking.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,4,2832,Mahāgaṇapatistotra | Mahāgaṇapatistotrabhāṣya
langnet:reader:author:san:raghunathadasagosvamin,san,Raghunāthadāsagosvāmin,Raghunāthadāsagosvāmin,person,historical,16th century CE,c. 1500–1550,South Asia (Bengal),Gaudiya Vaishnavism; Caitanya tradition,"Raghunāthadāsagosvāmin was a 16th-century Gaudiya Vaishnava saint and writer, one of the six Gosvāmins of Vrindavan, and author of the Muktācarita and other devotional works.",65,specialist,high,Well-attested historical figure within the Caitanya tradition; hagiography does not obscure his historicity.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,32310,Muktācarita
langnet:reader:author:san:ramanuja,san,Rāmānuja,Rāmānuja,person,historical,11th–12th century CE,c. 1017–1137,South India,Sri Vaishnavism; Vishishtadvaita Vedanta,"Rāmānuja was a towering theologian and philosopher of the Sri Vaishnava tradition, foundational to the Vishishtadvaita school of Vedanta. His commentaries, notably on the Bhagavadgītā and the Vedānta-sūtras, shaped devotional Vedanta for centuries.",95,canonical,high,Historically well-attested; hagiographies exist but do not obscure the historical figure.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,4,123691,Bhagavadgītābhāṣya | Vedārthasaṃgraha
langnet:reader:author:san:ratnakarasanti,san,Ratnākaraśānti,Ratnākaraśānti,person,historical,medieval,c. 10th–11th century CE,South Asia,Buddhist,"Ratnākaraśānti was a Buddhist scholar active in the Pāla period. He wrote on Buddhist philosophy and tantra, and his work Sāratama is a commentary related to the Guhyasamāja tradition.",45,specialist,medium,Attested in Tibetan and Sanskrit sources; details of his life remain fragmentary.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,103263,Sāratama
langnet:reader:author:san:ratnakirti,san,Ratnakīrti,Ratnakīrti,person,historical,early medieval,c. 10th–11th century CE,Indian subcontinent (likely Bihar/Bengal),"Buddhist logico-epistemological tradition, Vikramaśīla monastery","Ratnakīrti was a Buddhist logician and philosopher associated with the Vikramaśīla monastery in eastern India. A prominent figure in the pramāṇa tradition, he authored the *Apohasiddhi*, a key text on the theory of exclusion (apoha) as a semantic strategy, defending Dignāga and Dharmakīrti's legacy.",65,specialist,high,Ratnakīrti is securely attested in Buddhist doxographical and commentarial literature. His works are studied within specialist circles of Buddhist philosophy.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,4512,Apohasiddhi
langnet:reader:author:san:ravideva,san,Ravideva,Ravideva,person,historical,medieval,c. 14th–15th century CE,South Asia,Jain,"Ravideva was a Jain commentator and poet. He is known for his commentary on the Rākṣasakāvya and for composing the Rākṣasakāvya itself, a Jain retelling of narrative themes.",35,specialist,medium,Limited biographical information; the attribution of both the commentary and the base text to the same author requires further verification.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,4,5222,Rākṣasakāvyaṭīkā | Rākṣasakāvya
langnet:reader:author:san:rudrabhattah,san,Rudrabhaṭṭaḥ,Rudrabhaṭṭa,person,historical,Early medieval,c. 700–900 CE,Indian subcontinent,Sanskrit literary theory and poetry,"Rudrabhaṭṭa was a Sanskrit poet and scholar, known for his work Śṛṅgāratilaka, a treatise on erotic poetry and aesthetic theory. He belongs to the early medieval tradition of Indian kāvya and alaṅkāra literature.",60,major,high,Well-attested figure within Sanskrit literary circles; his works are cited by later commentators.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,13911,Śṛṅgāratilaka
langnet:reader:author:san:rupagosvamin,san,Rūpagosvāmin,Rūpa Gosvāmī,person,historical,early modern,c. 1489–1564 CE,Bengal / Vrindavan,Gaudiya Vaishnavism,"Rūpagosvāmin was a leading theologian and poet of the Gaudiya Vaishnava tradition, a close associate of Caitanya. His Haribhaktirasāmṛtasindhu is a foundational work on bhakti-rasa, and the Laghubhāgavatāmṛta summarizes Vaishnava theology.",90,canonical,high,Extremely well-documented historical figure. The two major works are central to Gaudiya tradition.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,4,108929,Haribhaktirasāmṛtasindhu | Laghubhāgavatāmṛta
langnet:reader:author:san:ruyyaka,san,Ruyyaka,Ruyyaka,person,historical,12th century CE,c. 1100–1150 CE,Kashmir,Kashmiri Śaiva and literary scholar,"Ruyyaka was a Kashmiri Sanskrit poet and literary theorist, best known for his work on poetics and alaṅkāraśāstra, particularly the *Sahṛdayalīlā*, a commentary on Mammaṭa's *Kāvyaprakāśa*. His contributions reflect the vibrant Kashmiri tradition of aesthetic theory.",45,specialist,high,"Well-attested in Sanskrit literary and commentarial traditions, though not widely known beyond scholarly circles.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,919,Sahṛdayalīlā
langnet:reader:author:san:lankesvara,san,Laṅkeśvara,Laṅkeśvara,person,legendary,uncertain,,South Asia,Indian Śaiva tradition,"A name associated with the Śaiva deity or a legendary sage, traditionally credited with the Śivastuti; possibly a divine epithet rather than a historical author.",20,obscure,low,"The name may refer to a figure from the Rāmāyaṇa; historicity unclear, likely legendary or mythic.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,425,Śivastuti
langnet:reader:author:san:larger,san,Larger,Larger,work_title,not_applicable,,,,Mahayana Buddhism; Prajñāpāramitā literature,"The heading 'Larger' refers to the Longer (or Larger) Prajñāpāramitā Sūtra, a Mahayana scripture, and is not a personal author but a textual work occupying the author slot.",80,major,high,"This entry is a title-based author heading for the Larger Prajñāpāramitā, not an individual person. 'Larger' is a conventional descriptor for the expanded version of the sūtra, likely from a catalog of anonymous or traditio-nal scriptures.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,1,11413,Larger Prajñāpāramitā
langnet:reader:author:san:latyayana,san,Lāṭyāyana,Lāṭyāyana,person,historical,ancient,c. 5th–3rd century BCE,South Asia,"Śrauta ritual, Sāmaveda","Lāṭyāyana is the author of an important Śrautasūtra belonging to the Sāmavedic tradition, guiding Vedic ritual performance.",60,major,high,Name refers to a preceptor figure; work extant and cited in ritual compendia.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,1,24187,Lāṭyāyana Śrautasūtra
langnet:reader:author:san:lolimbaraja,san,Lolimbarāja,Lolimbarāja,person,historical,16th–17th century,c. 1550–1650,South Asia (possibly Gujarat),Āyurvedic medicine,"Lolimbarāja was a Sanskrit medical writer, best known for his concise āyurvedic compendium Vaidyajīvana ('Life of a Physician'), which gained wide popularity for its practical therapeutic guidance.",60,common,medium,"Authorship is generally accepted, though some biographical details remain uncertain.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,7853,Vaidyajīvana
langnet:reader:author:san:vacaspatimisra,san,Vācaspatimiśra,Vācaspatimiśra,person,historical,9th–10th century CE,c. 850–950,South Asia (Mithila region),Nyaya and Vedanta philosophy; syncretic scholarship,"Vācaspatimiśra was a prolific Indian philosopher who wrote commentaries across multiple schools, including the Bhāmati on Śaṅkara's Vedānta and the Nyāyavārttikatātparyaṭīkā on Nyāya, known for his encyclopedic breadth.",90,canonical,high,Historically well-attested; no significant doubt about identity or period.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,4,526082,Nyāyavārttikatātparyaṭīkā | Bhāmati
langnet:reader:author:san:vadivagisvara,san,Vādivāgīśvara,Vādivāgīśvara,person,historical,c. 12th–13th century CE,1150–1250,South Asia (probably Bengal or Kashmir),Indian subcontinent; Jaina Nyāya logic,"Vādivāgīśvara was a Jaina logician and author of the Mānamanohara, a manual of Jaina logic (Nyāya). He belonged to the scholastic tradition that systematized Jaina epistemology.",50,common,medium,Little is known outside his works; attribution is secure but biographical details are scarce.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,18572,Mānamanohara
langnet:reader:author:san:vagbhata,san,Vāgbhaṭa,Vāgbhaṭa,person,historical,5th–6th century CE,c. 450–550 CE,Kashmir? or Sindh?,Āyurvedic tradition; Buddhist or Brahminical background debated,"Vāgbhaṭa is a major figure in classical Āyurveda, author of the *Aṣṭāṅgahṛdayasaṃhitā* and *Aṣṭāṅgasaṃgraha*. These compendia systematize the medical teachings of Caraka and Suśruta, and Vāgbhaṭa's works remain foundational in Indian medicine.",90,canonical,high,"Historical person; identity is well-established although some details of biography (e.g., exact region) remain debated.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,67322,Aṣṭāṅgahṛdayasaṃhitā | Aṣṭāṅgasaṃgraha
langnet:reader:author:san:vagisvarakirti,san,Vāgīśvarakīrti,Vāgīśvarakīrti,person,historical,medieval,c. 11th–12th century,Kashmir or Bengal,Buddhist tantric tradition,"Vāgīśvarakīrti was a Buddhist scholar associated with tantric ritual texts, notably the Mṛtyuvañcanopadeśa, a manual on averting death.",45,specialist,medium,Name includes the honorific -kīrti typical of Buddhist authors.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,11001,Mṛtyuvañcanopadeśa
langnet:reader:author:san:vallabhadeva,san,Vallabhadeva,Vallabhadeva,person,historical,10th century,c. 900–1000,Kashmir,Sanskrit belles-lettres and anthological tradition,"Vallabhadeva was a 10th-century Kashmiri poet and anthologist, best known for compiling the Subhāṣitāvali, a celebrated anthology of Sanskrit subhāṣita (wise sayings) verses, which provides a valuable window into the aesthetic and ethical values of the period.",70,major,high,Well-attested figure in the history of Sanskrit anthologies; his compilation is a standard reference.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,41686,Subhāṣitāvali
langnet:reader:author:san:valmiki,san,Vālmīki,Vālmīki,person,legendary,Ancient,c. 500–100 BCE (traditional),Indian subcontinent,"Hindu epic tradition, sage-poet, author of the Rāmāyaṇa","Vālmīki is traditionally hailed as the ādi kavi (first poet) of Sanskrit literature and the author of the Rāmāyaṇa. His biography is largely legendary, with accounts describing him as a reformed bandit turned sage. Despite the mythic elements, the Rāmāyaṇa has profoundly influenced Indian culture.",100,canonical,medium,Historicity uncertain; figure is surrounded by legend. Attribution of the entire Rāmāyaṇa may mask multiple authors and centuries of redaction.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,1,204884,Rāmāyaṇa
langnet:reader:author:san:vamanadatta,san,Vāmanadatta,Vāmanadatta,person,historical,medieval,c. 10th–12th century CE,Kashmir,Kashmiri Shaivism,"Vāmanadatta was a Kashmiri Śaiva philosopher and poet, known for works such as the Svabodhodayamañjarī and Dvayasaṃpattivārttika, reflecting Advaita and Śaiva thought.",40,specialist,medium,Attribution is based on manuscript colophons; some works may be composite.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,4,1982,Svabodhodayamañjarī | Dvayasaṃpattivārttika
langnet:reader:author:san:vamanapurana1,san,Vāmanapurāṇa1,Vāmanapurāṇa,work_title,not_applicable,classical to medieval,c. 4th–10th century CE,South Asia,"Purāṇic literature, Vaiṣṇavism","The Vāmanapurāṇa is a Purāṇic text centered on the dwarf avatar Vāmana of Viṣṇu. It is a composite scripture with multiple layers of redaction, not attributable to a single author.",70,major,high,This entry represents the text itself in the author slot. The suffix '1' indicates disambiguation; the Purāṇa is well-known as a named work.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,1,71454,Vāmanapurāṇa
langnet:reader:author:san:varadaraja,san,Varadarāja,Varadarāja,person,historical,Early Modern,c. 1600–1700,South Asia,Hindu; grammatical tradition (Pāṇinian school); associated with the Sāhityaśāstrī region,"Varadarāja was a Sanskrit grammarian best known for the Laghusiddhāntakaumudī, a concise version of Bhaṭṭoji Dīkṣita's Siddhāntakaumudī. His works serve as pedagogical tools for Pāṇinian grammar.",60,common,medium,Firm dates lacking; often placed in the 17th century based on the grammatical lineage.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,55565,Laghusiddhāntakaumudī
langnet:reader:author:san:varadattasuta,san,Varadattasuta,Varadattasuta,person,historical,Medieval,c. 1000–1100,South Asia,Hindu; Śrauta ritual tradition; possibly from South India,"Varadattasuta is a commentator on the Śāṅkhāyanaśrautasūtra, the Vedic manual for the solemn rituals of the Śāṅkhāyana tradition. His bhāṣya is a detailed scholastic exposition.",30,specialist,low,Patronymic name ('son of Varadatta'); biographical details scanty. Regional and period are conjectural.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,74018,Śāṅkhāyanaśrautasūtrabhāṣya
langnet:reader:author:san:varahamihira,san,Varāhamihira,Varāhamihira,person,historical,6th century,c. 505–587,"Ujjain, India",Indian astronomy and astrology (Jyotiṣa),"Varāhamihira was a celebrated Indian astronomer and astrologer at the court of the Gupta king Vikramāditya. His magnum opus Bṛhatsaṃhitā covers a wide range of topics including astronomy, astrology, architecture, and natural sciences, and his Yogayātrā is a key astrological text.",95,canonical,high,Well-attested historical figure with multiple surviving works.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,4,112454,Bṛhatsaṃhitā | Yogayātrā
langnet:reader:author:san:vararuci,san,Vararuci,Vararuci,person,uncertain,early medieval,c. 6th–7th century CE,South Asia,Sanskrit literary and grammatical tradition,"Vararuci is a name attached to several works in Sanskrit, including the Śatagāthā. The historical identity is uncertain, with traditions conflating him with grammarians and poets. His attributed works show a blend of literary and didactic themes.",45,specialist,medium,"The name Vararuci appears in multiple contexts; the attribution to a single historical figure is unclear. The Śatagāthā is a collection of 100 verses, often linked to the Kathā tradition.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,3586,Śatagāthā
langnet:reader:author:san:vasubandhu,san,Vasubandhu,Vasubandhu,person,historical,c. 4th–5th century CE,350–450,South Asia (Gandhara/Peshawar region),"Indian subcontinent; Indian Buddhist philosophy, Yogācāra school","Vasubandhu was one of the most influential thinkers in Buddhist philosophy, authoring foundational Yogācāra works and the Abhidharmakośa. He is traditionally said to have converted from Sarvāstivāda to Mahāyāna.",95,canonical,high,"While some works attributed to Vasubandhu may be by different authors, the core works and biographical tradition are well-established.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,6,68619,Abhidharmakośabhāṣya | Abhidharmakośa | Mahāyānasūtrālaṃkārabhāṣya | Triṃśikāvijñaptikārikā
langnet:reader:author:san:vatsyayana,san,Vātsyāyana,Vātsyāyana,person,historical,c. 4th–5th century CE,400–500,South Asia,Indian subcontinent; classical Hindu philosophy; Brahmanical and Buddhist traditions,"Vātsyāyana is best known as the author of the Kāmasūtra, a seminal text on erotic love and social conduct, and for his commentary on the Nyāyasūtras, the foundational text of the Nyāya school of logic. He flourished around the Gupta period in classical India.",90,canonical,high,Both works traditionally attributed to a single author; some scholars question identity across genres.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,6,171310,Nyāyabhāṣya | Kāmasūtra
langnet:reader:author:san:vedanta-desika,san,Vedānta Deśika,Veṅkaṭanātha,person,historical,late medieval,1268–1369 CE,South Asia,"Śrīvaiṣṇava tradition, Tamil Nadu","Vedānta Deśika (also known as Veṅkaṭanātha) was a prolific Śrīvaiṣṇava theologian, poet, and philosopher. He wrote in Sanskrit, Tamil, and Prakrit, producing works on philosophy, poetry, and devotional literature. His Haṃsasaṃdeśa is a classic sandeśa kāvya.",90,canonical,high,One work recorded; the Haṃsasaṃdeśa is a minor but representative poem in his vast corpus.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,1,1101,Haṃsasaṃdeśa
langnet:reader:author:san:vidyakarasanti,san,Vidyākaraśānti,Vidyākaraśānti,person,historical,medieval,c. 11th–12th century,Kashmir or Bengal,Buddhist logic and philosophy,"Vidyākaraśānti was a Buddhist scholar who wrote the Tarkasopāna, a manual on logic and reasoning within the Buddhist philosophical tradition.",45,specialist,medium,Name indicates a monastic or teacher; work shows influence of the Buddhist epistemological school.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,12584,Tarkasopāna
langnet:reader:author:san:vijnanabhiksu,san,Vijñānabhikṣu,Vijñānabhikṣu,person,historical,medieval,c. 16th–17th century,North India,Sāṃkhya and Yoga synthesis,"Vijñānabhikṣu was a philosopher who wrote the Sāṃkhyasāra and other works, synthesizing Sāṃkhya, Yoga, and Vedānta in a non-dual framework.",55,major,high,Well-known as a commentator and independent thinker; works widely cited in later traditions.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,14010,Sāṃkhyasāra
langnet:reader:author:san:vijnanesvara,san,Vijñāneśvara,Vijñāneśvara,person,historical,medieval,c. 1050–1100 CE,South Asia,Hindu jurisprudence (Dharmashastra),"Vijñāneśvara was an 11th-century Indian jurist and scholar, best known for composing the Mitākṣarā, a seminal commentary on the Yājñavalkya Smṛti that became a foundational text of Hindu law.",78,major,high,Well-attested historical figure; major commentator in the Dharmashastra tradition.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,301687,Mitākṣarā
langnet:reader:author:san:vimalamitra,san,Vimalamitra,Vimalamitra,person,historical,early medieval,c. 8th–9th century CE,South Asia / Tibet,"Buddhist scholarship, Yogācāra, Dzogchen","Vimalamitra was an Indian Buddhist scholar who traveled to Tibet and contributed to the transmission of Buddhist teachings, especially Dzogchen. The Abhidharmadīpa attributed to him is a later commentary on the Abhidharma.",60,specialist,medium,The Abhidharmadīpa is often attributed to a different Vimalamitra; the identity may be conflated with multiple figures of the same name.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,15656,Abhidharmadīpa
