work_id,language,title,author,author_id,source_id,cts_work_urn,work_kind,parent_work_id,start_citation,end_citation,word_count,word_count_method,source_metadata_summary,classification_discovery_group_id,classification_discovery_tags,classification_global_popularity_score,classification_global_popularity_tier,classification_group_popularity_score,classification_group_popularity_tier,classification_category,classification_period,classification_date_range,classification_authorship_status,classification_popularity_score,classification_popularity_tier,classification_scope,classification_scope_popularity_score,classification_scope_popularity_tier,classification_confidence,classification_notes,classification_generator_models,classification_generator_run_id
langnet:reader:phi:lat0535.001,lat,oratio,M. Iuventius Laterensis,phi0535,lat0535.001,urn:cts:latinLit:phi0535.phi001,work,,,,110,whitespace_tokens,,rhetoric,rhetoric|oratory,5,obscure,2,obscure,Rhetoric,Late Republic,1st century BCE,single_attributed,5,obscure,Latin Rhetoric,2,obscure,medium,"Iuventius Laterensis's oration survives only in fragments, offering a minor glimpse into late Republican oratory.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0926.001,lat,Astronomica,M. Manilius,phi0926,lat0926.001,urn:cts:latinLit:phi0926.phi001,work,,,,27499,whitespace_tokens,"perseus_subject=Didactic poetry, Latin; perseus_author=Manilius, Marcus; perseus_editor=Goold, George Patrick; perseus_year_published=1985; perseus_language=Latin",astrology,didactic|poetry,25,specialist,30,specialist,Astrology,Early Imperial,,single_attributed,25,specialist,Other Latin Literature,30,specialist,high,"Manilius's Astronomica is a didactic poem on astrology and astronomy, written in the early Imperial period. It is a major source for ancient astrological theory and is noted for its poetic ambition, though it remains a specialist text.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0116.001,lat,praetextae,M. Pacuvius,phi0116,lat0116.001,urn:cts:latinLit:phi0116.phi001,work,,,,26,whitespace_tokens,,drama,drama|tragedy,5,obscure,5,obscure,Drama,Republican,c. 2nd century BC,single_attributed,5,obscure,Other Latin Literature,5,obscure,medium,"Fragments of Pacuvius' praetextae, Roman historical dramas, known only through citations.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0116.002,lat,tragoediae,M. Pacuvius,phi0116,lat0116.002,urn:cts:latinLit:phi0116.phi002,work,,,,2763,whitespace_tokens,,drama,drama|tragedy,15,specialist,20,specialist,Drama,Late Republic,c. 2nd century BCE,single_attributed,15,specialist,Other Latin Literature,20,specialist,high,"The tragoediae of M. Pacuvius survive in 2763 words of fragments, making him a key figure in early Roman tragedy. His work is crucial for understanding the development of Latin drama and its Greek models.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0022.009,lat,Carmen De Moribus,M. Porcius Cato,phi0022,lat0022.009,urn:cts:latinLit:phi0022.phi009,work,,,,84,whitespace_tokens,,poetry,didactic|ethics|fragmentary,10,specialist,15,specialist,Poetry,Republican,,single_attributed,10,specialist,Other Latin Literature,15,specialist,medium,"The 'Carmen De Moribus' is a didactic poem attributed to Cato the Elder, consisting of a single fragment (84 words) on moral conduct. It is primarily of interest to scholars of early Latin poetry and the transmission of ethical precepts.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0022.001,lat,De Agri Cultura,M. Porcius Cato,phi0022,lat0022.001,urn:cts:latinLit:phi0022.phi001,work,,,,18237,whitespace_tokens,,technical,science,70,major,80,canonical,Technical,Late Republic,2nd century BCE,single_attributed,70,major,Latin Technical Literature,80,canonical,high,"Cato the Elder's 'De Agri Cultura' is the oldest surviving Latin prose work. It is a practical manual on farming and estate management, reflecting early Roman values and economy. It is widely read as a source for Roman agriculture, daily life, and the origins of Latin technical writing.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0022.002,lat,"De Agri Cultura, fragmenta",M. Porcius Cato,phi0022,lat0022.002,urn:cts:latinLit:phi0022.phi002,work,,,,84,whitespace_tokens,,technical,,5,obscure,5,obscure,Technical,Republican,,single_attributed,5,obscure,Latin Technical Literature,5,obscure,low,"Fragments of Cato's De Agri Cultura, the main work is a major agricultural manual.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0022.005,lat,De Medicina,M. Porcius Cato,phi0022,lat0022.005,urn:cts:latinLit:phi0022.phi005,work,,,,109,whitespace_tokens,,medicine,medicine|fragmentary,15,specialist,25,specialist,Fragmentary Text,Late Republic,,single_attributed,15,specialist,Latin Medicine,25,specialist,medium,"De Medicina by Cato the Elder is a fragmentary work on medicine, known only from quotations. It is of specialist interest for early Roman medical practice.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0022.008,lat,De Re Militari,M. Porcius Cato,phi0022,lat0022.008,urn:cts:latinLit:phi0022.phi008,work,,,,109,whitespace_tokens,"perseus_subject=Latin language--Grammar--Early works to 1500; perseus_author=Cato, Marcus Porcius 234-149 B.C; perseus_editor=Funaioli, Gino; perseus_year_published=1907; perseus_language=Latin",technical,science,10,specialist,10,specialist,Technical Treatise,Late Republic,,single_attributed,10,specialist,Latin Science and Natural History,10,specialist,high,"Cato's De Re Militari is a fragmentary treatise on military affairs, known only from 109 words quoted by later authors. It was part of Cato the Elder's encyclopedic project. The work is of specialist interest for Roman military history and early Latin technical writing.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0022.012,lat,De Rhetorica,M. Porcius Cato,phi0022,lat0022.012,urn:cts:latinLit:phi0022.phi012,work,,,,14,whitespace_tokens,,rhetoric,,5,obscure,5,obscure,Rhetoric,Republican,,single_attributed,5,obscure,Latin Rhetoric,5,obscure,low,Cato's De Rhetorica fragment.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0022.003,lat,Dicta Memorabilia,M. Porcius Cato,phi0022,lat0022.003,urn:cts:latinLit:phi0022.phi003,work,,,,89,whitespace_tokens,,ethics,ethics,5,obscure,10,obscure,Ethics,Late Republic,,attributed,5,obscure,Latin Philosophy,10,obscure,low,"The Dicta Memorabilia attributed to Cato the Elder are a collection of moral sayings, likely of later compilation, reflecting the reception of Cato as a moral exemplar.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0022.011,lat,Origines,M. Porcius Cato,phi0022,lat0022.011,urn:cts:latinLit:phi0022.phi011,work,,,,1561,whitespace_tokens,"perseus_subject=Latin language--Grammar--Early works to 1500; perseus_author=Cato, Marcus Porcius 234-149 B.C; perseus_editor=Funaioli, Gino; perseus_year_published=1907; perseus_language=Latin",history,history,85,major,80,canonical,History,Republican,2nd century BCE,single_attributed,85,major,Latin History,80,canonical,high,"Cato the Elder's 'Origines' is a foundational work of Roman historiography, covering the early history of Rome and Italy. It survives only in fragments but was a seminal text.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0022.004,lat,epistulae,M. Porcius Cato,phi0022,lat0022.004,urn:cts:latinLit:phi0022.phi004,work,,,,19,whitespace_tokens,,letter,,10,specialist,10,specialist,Letter,Republican,c. 195–149 BCE,single_attributed,10,specialist,Latin Letters,10,specialist,medium,"This entry collects fragments of letters by M. Porcius Cato (Cato the Elder). The preserved fragments are extremely brief (19 words), offering only isolated glimpses of his epistolary style. The work is of specialist interest for scholars of early Latin prose and the transmission of fragmentary texts.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0022.006,lat,incertorum librorum fragmenta,M. Porcius Cato,phi0022,lat0022.006,urn:cts:latinLit:phi0022.phi006,work,,,,333,whitespace_tokens,"perseus_subject=Latin language--Grammar--Early works to 1500; perseus_author=Cato, Marcus Porcius 234-149 B.C; perseus_editor=Funaioli, Gino; perseus_year_published=1907; perseus_language=Latin",grammar,grammar,10,specialist,15,specialist,Grammar,Republican,2nd century BCE,single_attributed,10,specialist,Latin Grammar,15,specialist,medium,"Fragmentary remains of Cato the Elder's grammatical works. The fragments offer glimpses into early Latin linguistics and Varro's sources, but the work is too poorly preserved for detailed study.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0022.007,lat,iurisprudentia,M. Porcius Cato,phi0022,lat0022.007,urn:cts:latinLit:phi0022.phi007,work,,,,27,whitespace_tokens,,law,law,10,specialist,15,specialist,Legal Text,Republican,,single_attributed,10,specialist,Latin Law,15,specialist,medium,"Cato's work on jurisprudence (iurisprudentia) survives only in a few fragments, reflecting his interest in legal matters alongside his more famous agricultural and historical works.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0022.010,lat,orationes,M. Porcius Cato,phi0022,lat0022.010,urn:cts:latinLit:phi0022.phi010,work,,,,3356,whitespace_tokens,"perseus_subject=Latin language--Grammar--Early works to 1500 | Speeches, addresses, etc., Latin; perseus_author=Cato, Marcus Porcius 234-149 B.C; perseus_editor=Funaioli, Gino | Meyer, Heinrich; perseus_year_published=1842 | 1907; perseus_language=Latin",rhetoric,speech|fragmentary,15,specialist,25,specialist,Rhetoric,Republican,,single_attributed,15,specialist,Latin Rhetoric,25,specialist,low,"These collected fragments of Cato the Elder's speeches ('orationes') provide a valuable, though highly incomplete, window into early Roman oratory and political discourse. They are essential for scholars of Republican rhetoric and history.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0470.002,lat,orationes,M. Porcius Cato Uticensis,phi0470,lat0470.002,urn:cts:latinLit:phi0470.phi002,work,,,,76,whitespace_tokens,,rhetoric,,8,obscure,10,specialist,Rhetoric,Late Republic,c. 1st century BCE,attributed,8,obscure,Latin Rhetoric,10,specialist,medium,"These fragments of speeches by M. Porcius Cato Uticensis (Cato the Younger) are preserved in only 76 words. Cato was a famed orator and Stoic senator, but the fragments are too brief to reconstruct his rhetorical skill. They are of specialist interest for the study of fragmentary Roman oratory.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0025.001,lat,orationes,M. Porcius M. f. M. n. Cato,phi0025,lat0025.001,urn:cts:latinLit:phi0025.phi001,work,,,,45,whitespace_tokens,,rhetoric,rhetoric|speech,5,obscure,10,specialist,Rhetoric,Late Republic,c. 2nd century BCE,single_attributed,5,obscure,Latin Rhetoric,10,specialist,medium,These fragmentary 'orationes' by Cato the Elder are remnants of his speeches. Cato was a major figure in Roman politics and literature. These fragments are of specialist interest for the study of early Roman oratory and history.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0684.005,lat,Annales,M. Terentius Varro,phi0684,lat0684.005,urn:cts:latinLit:phi0684.phi005,work,,,,17,whitespace_tokens,,history,history|itihasa,18,specialist,20,specialist,History,Late Republic,c. 2nd–1st century BCE,single_attributed,18,specialist,Latin History,20,specialist,medium,"This fragment of Varro's Annales is an extremely brief (17 words) relic of his lost historical epic or annalistic work. Varro was a prolific scholar, but his poetry is almost entirely lost. This entry is of interest only to specialists in fragmentary Latin literature and the history of Roman historiography.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0684.004,lat,Antiquitates Rerum Divinarum,M. Terentius Varro,phi0684,lat0684.004,urn:cts:latinLit:phi0684.phi004,work,,,,1259,whitespace_tokens,"perseus_subject=Latin language--Grammar--Early works to 1500; perseus_author=Varro, Marcus Terentius; perseus_editor=Funaioli, Gino; perseus_year_published=1907; perseus_language=Latin",religion,religion,30,specialist,45,common,Religious Text,Late Republic,,single_attributed,30,specialist,Latin Religious Literature,45,common,high,"Antiquitates Rerum Divinarum is Varro's antiquarian work on Roman religion, preserved only in fragments. It is of specialist interest for Roman religious history.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0684.003,lat,Antiquitates Rerum Humanarum,M. Terentius Varro,phi0684,lat0684.003,urn:cts:latinLit:phi0684.phi003,work,,,,1508,whitespace_tokens,"perseus_subject=Latin language--Grammar--Early works to 1500; perseus_author=Varro, Marcus Terentius; perseus_editor=Funaioli, Gino; perseus_year_published=1907; perseus_language=Latin",history,,35,specialist,40,common,History,Late Republic,,single_attributed,35,specialist,Latin History,40,common,medium,"Fragments of Varro's Antiquitates Rerum Humanarum, a monumental antiquarian work on Roman human institutions. The text is crucial for understanding Roman religion, history, and Varro's scholarly method.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0684.006,lat,De Gente Populi Romani,M. Terentius Varro,phi0684,lat0684.006,urn:cts:latinLit:phi0684.phi006,work,,,,128,whitespace_tokens,"perseus_subject=Latin language--Grammar--Early works to 1500; perseus_author=Varro, Marcus Terentius; perseus_editor=Funaioli, Gino; perseus_year_published=1907; perseus_language=Latin",grammar,,15,specialist,30,specialist,Grammar,Late Republic,116-27 BCE,single_attributed,15,specialist,Latin Grammar,30,specialist,high,"Varro's De Gente Populi Romani is a fragmentary antiquarian work on the origins of the Roman people, surviving only in excerpts. As a specialist grammatical and historical text, it is of interest primarily to scholars of Roman antiquarianism and Varro's scholarly output.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0684.001,lat,De Lingua Latina,M. Terentius Varro,phi0684,lat0684.001,urn:cts:latinLit:phi0684.phi001,work,,,,42377,whitespace_tokens,,grammar,grammar,75,major,90,canonical,Grammar,Late Republic,,single_attributed,75,major,Latin Grammar,90,canonical,high,"Varro's De Lingua Latina is a foundational work of Roman linguistic science, composed in the late Republic. It treats etymology, morphology, and syntax, surviving in six incomplete books that remain essential for Latin philology.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0684.007,lat,De Vita Populi Romani,M. Terentius Varro,phi0684,lat0684.007,urn:cts:latinLit:phi0684.phi007,work,,,,2069,whitespace_tokens,"perseus_subject=Latin language--Grammar--Early works to 1500; perseus_author=Varro, Marcus Terentius; perseus_editor=Funaioli, Gino; perseus_year_published=1907; perseus_language=Latin",grammar,,10,specialist,15,specialist,Grammar,Late Republic,,single_attributed,10,specialist,Latin Grammar,15,specialist,low,"Fragments of Varro's De Vita Populi Romani, an antiquarian work on Roman customs and social history. The surviving excerpts, preserved by later grammarians, are valuable for reconstructing Varro's ethnographic interests and are studied by specialists in Roman antiquarianism.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0684.009,lat,Logistorici,M. Terentius Varro,phi0684,lat0684.009,urn:cts:latinLit:phi0684.phi009,work,,,,954,whitespace_tokens,,philosophy,philosophy,20,specialist,20,specialist,Philosophy,Late Republic,c. 1st century BC,single_attributed,20,specialist,Other Latin Literature,20,specialist,high,"Varro's Logistorici, a fragmentary philosophical work combining moral instruction and historical example.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0684.011,lat,Menippeae,M. Terentius Varro,phi0684,lat0684.011,urn:cts:latinLit:phi0684.phi011,work,,,,7206,whitespace_tokens,"perseus_subject=Latin language--Grammar--Early works to 1500; perseus_author=Varro, Marcus Terentius; perseus_editor=Funaioli, Gino; perseus_year_published=1907; perseus_language=Latin",poetry,poetry|satire,25,specialist,30,specialist,Poetry,Late Republic,c. 1st century BCE,single_attributed,25,specialist,Other Latin Literature,30,specialist,high,"Varro's Menippeae are Menippean satires surviving in fragments (7206 words). They are a unique blend of prose and verse, combining moral and literary criticism with scholarly learning, and are essential for understanding Varro's polymathic output and the satirical tradition.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0684.002,lat,Res Rusticae,M. Terentius Varro,phi0684,lat0684.002,urn:cts:latinLit:phi0684.phi002,work,,,,37550,whitespace_tokens,,technical,science,45,common,45,common,Technical Treatise,Late Republic,,single_attributed,45,common,Latin Science and Natural History,45,common,high,"Varro's Res Rusticae is a dialogue on agriculture divided into three books, covering farming, livestock, and villa management. It is an important source for Roman agricultural practices and rural life. While not as widely read as Vergil's Georgics, it is a key text for Roman economic history and technical Latin prose.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0684.008,lat,Res Urbanae,M. Terentius Varro,phi0684,lat0684.008,urn:cts:latinLit:phi0684.phi008,work,,,,7,whitespace_tokens,,fragmentary,,3,obscure,3,obscure,Fragmentary,Late Republic,,single_attributed,3,obscure,Latin Fragmentary Literature,3,obscure,low,Varro's Res Urbanae is a fragment of a work on urban affairs by the prolific scholar.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0684.010,lat,carmina,M. Terentius Varro,phi0684,lat0684.010,urn:cts:latinLit:phi0684.phi010,work,,,,133,whitespace_tokens,,poetry,satire|didactic,12,specialist,15,specialist,Poetry,Late Republic,c. 116–27 BCE,single_attributed,12,specialist,Other Latin Literature,15,specialist,medium,"Varro's Carmina, fragments of his poetic output. Varro, primarily known as a polymath and prose writer, also composed verses, including satirical and didactic elements.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0684.012,lat,epistulae,M. Terentius Varro,phi0684,lat0684.012,urn:cts:latinLit:phi0684.phi012,work,,,,118,whitespace_tokens,,rhetoric,letter,10,specialist,15,specialist,Rhetoric,Late Republic,,single_attributed,10,specialist,Latin Rhetoric,15,specialist,low,"The surviving fragments of Varro's letters, attributed to Marcus Terentius Varro, are brief and provide sparse testimony to his epistolary style. They are preserved by later grammarians and are of interest only to specialists in Roman letter-writing and fragmentary literature.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0684.013,lat,epistulae Latinae,M. Terentius Varro,phi0684,lat0684.013,urn:cts:latinLit:phi0684.phi013,work,,,,36,whitespace_tokens,,letter,letter,10,specialist,15,specialist,Letter,Late Republic,c. 1st century BCE,single_attributed,10,specialist,Latin Letters,15,specialist,medium,"Varro's 'epistulae Latinae' are fragmentary Latin letters, known only from citations. They are of interest to specialists in Varro's life and work, and the history of Roman epistolography.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0684.014,lat,fragmenta grammatica,M. Terentius Varro,phi0684,lat0684.014,urn:cts:latinLit:phi0684.phi014,work,,,,413,whitespace_tokens,"perseus_subject=Latin language--Grammar--Early works to 1500; perseus_author=Varro, Marcus Terentius; perseus_editor=Funaioli, Gino; perseus_year_published=1907; perseus_language=Latin",grammar,grammar,30,specialist,40,common,Grammar,Late Republic,,single_attributed,30,specialist,Latin Grammar,40,common,medium,"Varro's grammatical fragments, collected from his lost works on Latin language, are crucial for understanding early Roman linguistic scholarship. Despite their fragmentary state, they represent major contributions to Latin grammar.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0684.016,lat,fragmenta varia,M. Terentius Varro,phi0684,lat0684.016,urn:cts:latinLit:phi0684.phi016,work,,,,140,whitespace_tokens,,fragmentary,fragmentary,5,obscure,5,obscure,Fragmentary,Late Republic,1st century BCE,single_attributed,5,obscure,Latin Fragmentary Literature,5,obscure,low,"Various fragments of M. Terentius Varro, the polymath of the Late Republic, collected under the general title 'fragmenta varia'. The diverse nature of the fragments (from lost works on language, philosophy, and antiquities) makes precise classification impossible; they represent scattered remains of Varro's vast oeuvre, of interest to specialists but difficult to contextualize.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0684.015,lat,frr. de historia litterarum,M. Terentius Varro,phi0684,lat0684.015,urn:cts:latinLit:phi0684.phi015,work,,,,213,whitespace_tokens,"perseus_subject=Latin language--Grammar--Early works to 1500; perseus_author=Varro, Marcus Terentius; perseus_editor=Funaioli, Gino; perseus_year_published=1907; perseus_language=Latin",fragmentary,fragmentary,5,obscure,15,specialist,Fragmentary,Late Republic,,attributed,5,obscure,Latin Fragmentary Literature,15,specialist,medium,These fragments of Varro on the history of literature preserve scattered references to Latin literary figures and works from his comprehensive antiquarian research.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0684.017,lat,incertae sedis fragmenta,M. Terentius Varro,phi0684,lat0684.017,urn:cts:latinLit:phi0684.phi017,work,,,,595,whitespace_tokens,"perseus_subject=Latin language--Grammar--Early works to 1500; perseus_author=Varro, Marcus Terentius; perseus_editor=Funaioli, Gino; perseus_year_published=1907; perseus_language=Latin",fragmentary,fragmentary,8,obscure,20,specialist,Fragmentary,Late Republic,,attributed,8,obscure,Latin Fragmentary Literature,20,specialist,medium,"These fragments of Varro, of uncertain placement, come from lost works of the prolific late Republican polymath. Their brief content offers glimpses into Varro's wide-ranging scholarship.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0662.001,lat,grammatica,M. Tullius Tiro,phi0662,lat0662.001,urn:cts:latinLit:phi0662.phi001,work,,,,854,whitespace_tokens,"perseus_subject=Latin language--Grammar--Early works to 1500; perseus_author=Tiro, M. Tullius (Marcus Tullius) ca. 104-4 B.C; perseus_editor=Funaioli, Gino; perseus_year_published=1907; perseus_language=Latin",grammar,grammar,8,obscure,12,specialist,Grammar,Late Republic,c. 50–30 BCE,single_attributed,8,obscure,Latin Grammar,12,specialist,medium,"Fragments of grammatical writings by M. Tullius Tiro, Cicero's freedman and inventor of Tironian notes. These fragments offer rare insight into early Roman grammatical thought.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0932.002,lat,Commentarii de Bello Civili,M. Valerius Messalla Corvinus,phi0932,lat0932.002,urn:cts:latinLit:phi0932.phi002,work,,,,14,whitespace_tokens,,history,history,2,obscure,1,obscure,History,Augustan,1st century BCE–1st century CE,single_attributed,2,obscure,Latin History,1,obscure,high,Messalla Corvinus's 'Commentarii de Bello Civili' survive in a single fragment. Messalla was a prominent Augustan general and literary patron; his memoirs were used by later historians.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0932.001,lat,orationes,M. Valerius Messalla Corvinus,phi0932,lat0932.001,urn:cts:latinLit:phi0932.phi001,work,,,,78,whitespace_tokens,,rhetoric,rhetoric|speech,5,obscure,10,specialist,Rhetoric,Augustan,c. 1st century BCE,single_attributed,5,obscure,Latin Rhetoric,10,specialist,medium,These fragmentary 'orationes' by M. Valerius Messalla Corvinus are remnants of his speeches. Messalla was a noted orator and patron of literature. These fragments are of specialist interest for the study of Augustan oratory.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0576.002,lat,De Auspiciis,M. Valerius Messalla Rufus,phi0576,lat0576.002,urn:cts:latinLit:phi0576.phi002,work,,,,275,whitespace_tokens,"perseus_subject=Latin language--Grammar--Early works to 1500; perseus_author=Messalla Rufus, M. Valerius ca. 103-ca. 26 B.C; perseus_editor=Funaioli, Gino; perseus_year_published=1907; perseus_language=Latin",ritual,ritual,5,obscure,10,obscure,Ritual,Late Republic,,attributed,5,obscure,Latin Religious Literature,10,obscure,medium,"Messalla's De Auspiciis, preserved in fragments, is a treatise on Roman augural practice, contributing to our understanding of Republican state religion.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0576.001,lat,De Familiis Romanis,M. Valerius Messalla Rufus,phi0576,lat0576.001,urn:cts:latinLit:phi0576.phi001,work,,,,33,whitespace_tokens,,history,history|biography,3,obscure,3,obscure,History,Late Republic,,single_attributed,3,obscure,Latin History,3,obscure,medium,"M. Valerius Messalla Rufus wrote a work De Familiis Romanis (On Roman Families), known only from 33 words of fragments. It was a genealogical or antiquarian work. The text is extremely obscure, of interest only to specialists in Roman Republican antiquarianism.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0996.002,lat,De Notis Iuris,M. Valerius Probus,phi0996,lat0996.002,urn:cts:latinLit:phi0996.phi002,work,,,,1409,whitespace_tokens,,law,law,15,specialist,25,specialist,Law,Imperial,1st century CE,single_attributed,15,specialist,Latin Law,25,specialist,high,"Probus's 'De Notis Iuris' is a treatise on legal abbreviations and notation. It is a specialist work for Roman legal philology and the study of juristic shorthand, of interest primarily to historians of Roman law and textual transmission.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0996.001,lat,Vita Persii,M. Valerius Probus,phi0996,lat0996.001,urn:cts:latinLit:phi0996.phi001,work,,,,490,whitespace_tokens,,biography,biography,20,specialist,25,specialist,Biography,Imperial,1st century CE,single_attributed,20,specialist,Latin Biography,25,specialist,high,"Probus's Vita Persii, a brief biography of the satirist Persius. As a source for the life of the poet, it is important for understanding the background of his satires.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0996.003,lat,fragmenta,M. Valerius Probus,phi0996,lat0996.003,urn:cts:latinLit:phi0996.phi003,work,,,,1296,whitespace_tokens,,grammar,grammar,15,specialist,20,specialist,Grammar,Early Imperial,c. 1st century CE,single_attributed,15,specialist,Latin Grammar,20,specialist,medium,"These 'fragmenta' of M. Valerius Probus are remnants of his grammatical works. Probus was a noted grammarian, and these fragments are of specialist interest for the history of Latin grammar and textual criticism.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0869.001,lat,Etruscarum Rerum Libri,M. Verrius Flaccus,phi0869,lat0869.001,urn:cts:latinLit:phi0869.phi001,work,,,,43,whitespace_tokens,,history,fragmentary|religion,1,obscure,1,obscure,History,Augustan,,single_attributed,1,obscure,Latin History,1,obscure,low,"Verrius Flaccus's Etruscarum Rerum Libri is a fragmentary work on Etruscan antiquities. The surviving 43 words offer little substance, but the work is cited by later authors for Etruscan lore.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0869.002,lat,grammatica,M. Verrius Flaccus,phi0869,lat0869.002,urn:cts:latinLit:phi0869.phi002,work,,,,275,whitespace_tokens,"perseus_subject=Latin language--Grammar--Early works to 1500; perseus_author=Verrius Flaccus, Marcus; perseus_editor=Funaioli, Gino; perseus_year_published=1907; perseus_language=Latin",grammar,grammar,15,specialist,25,specialist,Grammar,Augustan,1st century BCE,single_attributed,15,specialist,Latin Grammar,25,specialist,high,"Verrius Flaccus's grammatical work, known from fragments, was an important contribution to early Latin linguistic scholarship, later epitomized by Festus.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0562.001,lat,carmina,Manilius,phi0562,lat0562.001,urn:cts:latinLit:phi0562.phi001,work,,,,27,whitespace_tokens,"perseus_subject=Epic poetry, Latin | Latin language--Grammar--Early works to 1500; perseus_author=Manilius, Lucius um 97 v. Chr; perseus_editor=Funaioli, Gino | Morel, Willy; perseus_year_published=1907 | 1927; perseus_language=Latin",poetry,,15,specialist,20,specialist,Poetry,Late Republic,,uncertain,15,specialist,Other Latin Literature,20,specialist,low,"Fragments of carmina attributed to a Manilius (possibly Lucius Manilius), preserved only in grammatical citations. The authorship and nature of the work are unclear; the text is of minimal literary significance.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0474.045,lat,Academica,Marcus Tullius Cicero,urn:cts:latinLit:phi0474,lat0474.045,urn:cts:latinLit:phi0474.phi045,work,,,,4696,whitespace_tokens,,philosophy,,65,common,65,common,Philosophy,Late Republic,c. 45 BCE,single_attributed,65,common,Latin Philosophy,65,common,high,"Cicero's Academica is a philosophical dialogue on the theory of knowledge, presenting the views of the Academic Skeptics and the Stoics. Written in 45 BCE, only portions of the original two-book version survive. It is a key text for understanding Hellenistic epistemology and Cicero's philosophical project. Commonly read in advanced Latin and philosophy courses, the Academica is a major work for the study of Roman Stoicism and Skepticism.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
