work_id,language,title,author,author_id,source_id,cts_work_urn,work_kind,parent_work_id,start_citation,end_citation,word_count,word_count_method,source_metadata_summary,classification_discovery_group_id,classification_discovery_tags,classification_global_popularity_score,classification_global_popularity_tier,classification_group_popularity_score,classification_group_popularity_tier,classification_category,classification_period,classification_date_range,classification_authorship_status,classification_popularity_score,classification_popularity_tier,classification_scope,classification_scope_popularity_score,classification_scope_popularity_tier,classification_confidence,classification_notes,classification_generator_models,classification_generator_run_id
langnet:reader:sanskrit_dcs:dcs_395,san,Kṛṣiparāśara,Unknown,,dcs_395,,work,,,,2560,whitespace_tokens,dcs_scope_hint=Ayurveda; dcs_subject=Ayurveda; dcs_time_slot=medieval; dcs_author=Parāśara; dcs_completed=false,science,ayurveda|technical,12,specialist,25,specialist,Technical Treatise,Medieval,c. 10th–15th c. CE,traditional,12,specialist,Ayurveda,25,specialist,medium,"The Kṛṣiparāśara is a Sanskrit treatise on agriculture (kṛṣi) attributed to the sage Parāśara. It is a specialized technical work dealing with practical farming knowledge, including soil types, weather, cultivation techniques, and livestock. Within the broader Sanskrit corpus, it is an obscure text, of interest mainly to historians of Indian agriculture and technology. Its modest length (c. 2,560 words) is consistent with a focused technical manual. The medieval date and uncertain authorship context suggest a composite or redacted text.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_423,san,Kṛṣṇāmṛtamahārṇava,Unknown,,dcs_423,,work,,,,2627,whitespace_tokens,dcs_scope_hint=Stotra; dcs_subject=Bhakti; dcs_time_slot=medieval; dcs_author=Mādhva; dcs_completed=false,hymn,stotra|bhakti,20,specialist,40,common,Hymn,Medieval,,attributed,20,specialist,Stotra,40,common,medium,"Kṛṣṇāmṛtamahārṇava is a medieval Sanskrit stotra attributed to the Mādhva tradition, composed as a devotional hymn celebrating the nectar of Kṛṣṇa's divine qualities. The work is of specialist interest within bhakti and stotra literature, though within the stotra corpus it holds a common readership.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_kSaNabhaGgasiddhi,san,Kṣaṇabhaṅgasiddhi,Unknown,,corpus_sa_kSaNabhaGgasiddhi,,work,,,,5386,whitespace_tokens,,philosophy,buddhist|buddhist_abhidharma,20,specialist,30,specialist,Philosophy,Classical,,uncertain,20,specialist,Buddhist Philosophy,30,specialist,medium,The Kṣaṇabhaṅgasiddhi (Proof of Momentariness) is a Buddhist philosophical treatise arguing for the doctrine of universal momentariness. It is a specialist work within Buddhist epistemology and Abhidharma.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_kSaNabhaGgasiddhi,san,Kṣaṇabhaṅgasiddhi,Unknown,,GRETIL_sa_kSaNabhaGgasiddhi,,work,,,,2979,whitespace_tokens,,philosophy,nyaya|buddhist,20,specialist,40,common,Philosophy,Early Medieval,c. 700–800 CE,attributed,20,specialist,Buddhist Philosophy,40,common,high,"The Kṣaṇabhaṅgasiddhi (Establishment of Momentariness) is a Buddhist philosophical treatise arguing for the doctrine of universal momentariness (kṣaṇabhaṅga), a key tenet of Buddhist metaphysics, particularly in the Yogācāra and Sautrāntika schools. At 2,979 tokens it is a concise but rigorous work, likely composed in the early medieval period. The text is specialist within the broad Sanskrit corpus, but it is a common reference in studies of Buddhist logic and ontology.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_489,san,Lalitavistara,Unknown,,dcs_489,,work,,,,15069,whitespace_tokens,dcs_scope_hint=Buddhist Scripture; dcs_subject=Buddhist; dcs_time_slot=epic; dcs_completed=false,religion,buddhist|buddhist_sutra,80,major,75,major,Religious Text,Classical,3rd–4th century CE,traditional,80,major,Buddhist Scripture,75,major,high,Lalitavistara ('The Playful Description') is a Mahāyāna sūtra narrating the life of the Buddha Śākyamuni from his descent from Tuṣita heaven to his first sermon. It is a key text in the Buddhist scriptural tradition and has been influential in the development of Buddhist art.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_larger-prajJApAramitA,san,Larger Prajñāpāramitā,Unknown,,GRETIL_sa_larger-prajJApAramitA,,work,,,,9016,whitespace_tokens,,religion,buddhist|buddhist_sutra,45,common,50,common,Buddhist Scripture,Classical,"['c. 1st BCE', 'c. 3rd CE']",traditional,45,common,Buddhist Scripture,50,common,high,"The text identified as 'Larger Prajñāpāramitā' represents one of the expansive versions of the Perfection of Wisdom (Prajñāpāramitā) sūtras, a corpus foundational to Mahāyāna Buddhism. While this particular extraction is about 9,000 words, it likely derives from a longer recession (such as the Śatasāhasrikā). The Prajñāpāramitā literature is central to the study of Buddhist philosophy and scripture.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_261,san,Laṅkāvatārasūtra,Unknown,,dcs_261,,work,,,,7344,whitespace_tokens,dcs_scope_hint=Buddhist Scripture; dcs_subject=Buddhist; dcs_time_slot=classical; dcs_completed=false,religion,buddhist|buddhist_sutra,55,common,60,common,Religious Text,Classical,,traditional,55,common,Buddhist Scripture,60,common,high,"The Laṅkāvatārasūtra is a foundational Mahayana Buddhist sutra, central to the Yogacara and Zen traditions. Its exploration of mind-only and Buddha-nature doctrines gives it a wide readership among both Buddhist practitioners and scholars of Buddhist philosophy, achieving a common level of global popularity across the Sanskrit corpus.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_246,san,Liṅgapurāṇa,Unknown,,dcs_246,,work,,,,85954,whitespace_tokens,dcs_scope_hint=Purana; dcs_subject=Purana; dcs_time_slot=classical; dcs_completed=false,religion,purana|itihasa,55,common,60,canonical,Religious Text,Classical,,traditional,55,common,Purana,60,canonical,high,"The Liṅgapurāṇa is one of the eighteen major Purāṇas, dedicated primarily to the worship of Śiva as the Liṅga. Its 85,954 words encompass cosmology, mythology, and ritual prescriptions. It is a widely consulted Purāṇa, canonical within Purāṇic and Śaiva studies, and commonly referenced in religious studies of classical India.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_L_S,san,Lāṭyāyanaśrautasūtra,Unknown,,corpus_L_S,,work,,,,20802,whitespace_tokens,,ritual,vedic,20,specialist,35,specialist,Technical Treatise,Epic,c. 500–200 BCE,traditional,20,specialist,Vedic Ritual and Exegesis,35,specialist,high,"The Lāṭyāyanaśrautasūtra is a śrautasūtra text of the Sāmaveda tradition, attributed to the sage Lāṭyāyana. It provides detailed instructions for the performance of Sāmavedic sacrifices and is a crucial source for the study of Vedic ritual and the history of the Sāmavedic schools. Its technical content and specialized audience place it within the core literature of Vedic ritual exegesis.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:Srauta_texts_L_S,san,Lāṭyāyanaśrautasūtra,Unknown,,Srauta_texts_L_S,,work,,,,18923,whitespace_tokens,,ritual,vedic,30,specialist,70,major,Religious Text,Vedic,,traditional,30,specialist,Vedic Texts,70,major,high,Lāṭyāyanaśrautasūtra is a Vedic ritual manual belonging to the Sāmaveda tradition. It details the performance of Soma sacrifices and is an important text in the Kalpa literature.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:latyayanashrautasutra_L_S,san,LāṭŚS,Unknown,,latyayanashrautasutra_L_S,,work,,,,18919,whitespace_tokens,,ritual,shrautasutra|kalpa|vedic,20,specialist,40,common,Technical Treatise,Vedic,c. 500 BCE,traditional,20,specialist,Vedic Ritual and Exegesis,40,common,medium,"The Lāṭyāyanaśrautasūtra is a ritual manual of the Sāmavedic tradition, providing detailed prescriptions for public Vedic sacrifices (śrauta rituals). It belongs to the Kauthuma school and is essential for understanding the performance of Sāmavedic liturgy. While highly specialized, it is an authoritative text for students of Vedic ritual and exegesis.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:translation_L_S-Caland_tr._PB,san,LāṭŚS-Caland (tr. PB),Unknown,,translation_L_S-Caland_tr._PB,,work,,,,187,whitespace_tokens,,ritual,shrautasutra|kalpa,5,obscure,8,obscure,Technical Treatise,Epic,c. 600–300 BCE,traditional,5,obscure,Other Sanskrit Literature,8,obscure,medium,"The LāṭŚS-Caland (tr. PB) is a 187-word excerpt or translation of the Lāṭyāyana Śrautasūtra, a text of the Kauthuma Sāmaveda. Its fragmentary nature and brevity place it among the more obscure sources of Vedic ritual literature.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:translation_L_S-mt,san,LāṭŚS-mt,Unknown,,translation_L_S-mt,,work,,,,44301,whitespace_tokens,,ritual,vedic|shrautasutra|kalpa,15,specialist,25,specialist,Technical Treatise,Vedic,5th–7th century CE?,traditional,15,specialist,Vedic Ritual and Exegesis,25,specialist,medium,"The LāṭŚS-mt is a 44,301-word edition/translation of the Lāṭyāyanaśrautasūtra, a Śrautasūtra of the Sāmaveda. It details the structure of Soma sacrifices. The work is specialist globally but common within Vedic ritual studies.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:translation_MS-mt,san,MS-mt,Unknown,,translation_MS-mt,,work,,,,212435,whitespace_tokens,,philosophy,vedanta,8,obscure,12,specialist,Philosophy,Modern,c. 19th–20th c. CE,uncertain,8,obscure,Other Sanskrit Literature,12,specialist,low,"This work, with the corpus identifier 'MS-mt' and a very large word count (212,435 words), appears to be a modern machine translation or compilation, not a classical Sanskrit text. Its title is not a traditional Sanskrit work title. Given its likely modern, composite, and translated nature, it falls outside the classical tradition. It is classified as 'Other Sanskrit Literature' with low confidence and an obscure popularity tier, as its scholarly status is highly uncertain.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_238,san,Madanapālanighaṇṭu,Unknown,,dcs_238,,work,,,,4055,whitespace_tokens,dcs_scope_hint=Sanskrit Lexicography; dcs_subject=Kosha; dcs_time_slot=medieval; dcs_author=Vinoda; dcs_completed=false,lexicography,kosha,30,specialist,40,common,Lexicography,Medieval,c. 1300–1500,attributed,30,specialist,Other Sanskrit Literature,40,common,medium,"The Madanapālanighaṇṭu (4,055 words), attributed to Vinoda, is a medieval Sanskrit medical glossary (nighaṇṭu) listing synonyms of medicinal plants and substances. It is a specialist resource in Ayurvedic lexicography and botanical nomenclature.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_399,san,Mahācīnatantra,Unknown,,dcs_399,,work,,,,431,whitespace_tokens,dcs_subject=Tantra; dcs_time_slot=medieval; dcs_completed=false,religion,tantra,12,specialist,20,specialist,Religious Text,Medieval,c. 1200–1500 CE,traditional,12,specialist,Other Sanskrit Literature,20,specialist,medium,The Mahācīnatantra is a brief esoteric Tantric text dealing with Chinese (Mahācīna) traditions within a Śākta context. Its very short length and relatively late medieval date confine it to a specialist audience interested in Tantric syncretism and East-West transmission. It is obscure within the broader Sanskrit corpus.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_mahAdaNDadhAraNIzItavatI,san,Mahādaṇḍadhāraṇīśītavatī,Unknown,,corpus_sa_mahAdaNDadhAraNIzItavatI,,work,,,,725,whitespace_tokens,,religion,buddhist|buddhist_tantra,15,specialist,20,specialist,Religious Text,Medieval,,traditional,15,specialist,Buddhist Tantra,20,specialist,high,"Mahādaṇḍadhāraṇīśītavatī is a Buddhist dhāraṇī text, part of the tantric protective literature. It invokes the Great Staff (mahādaṇḍa) for cooling (śīta) and safeguarding purposes. Such texts were widely circulated in medieval Buddhist communities, especially in Nepal and Tibet.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_mahAdaNDadhAraNIzItavatI,san,Mahādaṇḍadhāraṇīśītavatī,Unknown,,GRETIL_sa_mahAdaNDadhAraNIzItavatI,,work,,,,741,whitespace_tokens,,religion,buddhist_tantra,5,obscure,8,obscure,Religion,Early Medieval,,anonymous,5,obscure,Buddhist Tantra,8,obscure,medium,"The Mahādaṇḍadhāraṇīśītavatī is a Buddhist dhāraṇī text, a protective spell used in Tantric Buddhism. It is a short, specialized ritual text of limited circulation.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_mahAkarmavibhaGga,san,Mahākarmavibhaṅga,Unknown,,corpus_sa_mahAkarmavibhaGga,,work,,,,11304,whitespace_tokens,,religion,buddhist|buddhist_sutra,18,specialist,30,specialist,Religious Text,Early Medieval,c. 400–700 CE,traditional,18,specialist,Buddhist Scripture,30,specialist,high,"The Mahākarmavibhaṅga is a Buddhist scripture of the Mūlasarvāstivāda or related tradition, expounding the karmic retribution of actions. It is a specialist text for scholars of Buddhist karma theory and monastic law, rarely read outside Indological or Buddhist studies.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_mahAkarmavibhaGga,san,Mahākarmavibhaṅga,Unknown,,GRETIL_sa_mahAkarmavibhaGga,,work,,,,8644,whitespace_tokens,,religion,buddhist|buddhist_sutra,20,specialist,25,specialist,Religious Text,Classical,c. 200–400,traditional,20,specialist,Other Sanskrit Literature,25,specialist,high,"The Mahākarmavibhaṅga (8,644 words) is a Buddhist Sanskrit text classified among the Mūlasarvāstivāda Vinaya, dealing with karmic retribution and rebirth. It is primarily studied by specialists in Buddhist monastic law and karma doctrine.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_mahAmAyUrIvidyArAjJI,san,Mahāmāyūrīvidyārājñī,Unknown,,corpus_sa_mahAmAyUrIvidyArAjJI,,work,,,,12566,whitespace_tokens,,religion,buddhist|buddhist_tantra,25,specialist,35,specialist,Religious Text,Classical,,traditional,25,specialist,Buddhist Tantra,35,specialist,high,Mahāmāyūrīvidyārājñī is a Buddhist dhāraṇī text invoking the goddess Mahāmāyūrī. It belongs to the Buddhist Tantric tradition and is used for protection and healing.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_mahAmAyUrIvidyArAjJI,san,Mahāmāyūrīvidyārājñī,Unknown,,GRETIL_sa_mahAmAyUrIvidyArAjJI,,work,,,,9592,whitespace_tokens,,religion,buddhist|buddhist_tantra,20,specialist,35,specialist,Religious Text,Early Medieval,c. 6th–8th century CE,traditional,20,specialist,Buddhist Tantra,35,specialist,high,"The Mahāmāyūrīvidyārājñī ('Great Peacock Queen of Spells') is a Buddhist tantric text, a protective spell (dhāraṇī) and ritual manual. It is part of a genre of Buddhist apotropaic literature and is associated with the goddess Mahāmāyūrī. This text is of interest to specialists in Buddhist tantra, ritual magic, and the history of Mahāyāna Buddhism.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_mahAsaMnipAtaratnaketudhAraNIsUtra,san,Mahāsaṃnipātaratnaketudhāraṇīsūtra,Unknown,,corpus_sa_mahAsaMnipAtaratnaketudhAraNIsUtra,,work,,,,23205,whitespace_tokens,,religion,buddhist|buddhist_sutra,25,specialist,50,common,Buddhist Scripture,Medieval,800–1200,traditional,25,specialist,Buddhist Scripture,50,common,high,"The Mahāsaṃnipātaratnaketudhāraṇīsūtra is a Mahāyāna Buddhist sūtra centered on the protective power of dhāraṇī and ritual practices. It belongs to the Mahāsaṃnipāta class of sūtras. This text is an important source for the study of Mahāyāna ritual, incantation traditions, and the cult of the book. It is most known within Buddhist studies specializations.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_mahAsaMnipAtaratnaketudhAraNIsUtra,san,Mahāsaṃnipātaratnaketudhāraṇīsūtra,Unknown,,GRETIL_sa_mahAsaMnipAtaratnaketudhAraNIsUtra,,work,,,,18756,whitespace_tokens,,religion,buddhist|buddhist_sutra|buddhist_tantra,15,specialist,20,specialist,Religious Text,Medieval,c. 8th–12th century CE,traditional,15,specialist,Buddhist Scripture,20,specialist,medium,"The Mahāsaṃnipātaratnaketudhāraṇīsūtra is a Mahāyāna Buddhist sūtra of the dhāraṇī genre, belonging to the Mahāsaṃnipāta class of texts. Sūtras in this category often combine scriptural narrative with the recitation of protective dhāraṇīs and ritual practices. This text, focused on the 'Jewel Banner Dhāraṇī' (Ratnaketudhāraṇī), is used for protection, merit, and ritual purposes. It is part of the broader Buddhist tantric and dhāraṇī literature and is studied primarily within Buddhist studies and Tibetan Buddhist traditions.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_mahAsubhASitasaMgraha-1-9979,san,Mahāsubhāṣitasaṃgraha,Unknown,,GRETIL_sa_mahAsubhASitasaMgraha-1-9979,,work,,,,160093,whitespace_tokens,,anthology,,55,common,75,major,Other,Medieval,c. 1400–1600 CE,anonymous,55,common,Other Sanskrit Literature,75,major,high,"The Mahāsubhāṣitasaṃgraha is a major medieval anthology of Sanskrit subhāṣita (wise sayings and sententious verse), compiled from numerous sources. At over 160,000 words it is one of the largest collections of its kind, widely used as a reference for pithy Sanskrit verses. Its popularity is common across the whole Sanskrit corpus, but it is a major work within the anthological and gnomic tradition.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_mahAsAhasrapramardanI,san,Mahāsāhasrapramardanī,Unknown,,corpus_sa_mahAsAhasrapramardanI,,work,,,,9031,whitespace_tokens,,religion,buddhist|buddhist_tantra|tantra,8,obscure,6,obscure,Religious Text,Uncertain,,anonymous,8,obscure,Buddhist Tantra,6,obscure,medium,"The Mahāsāhasrapramardanī is a Buddhist protective text of uncertain date and authorship, likely belonging to the tantric tradition. Its contents remain largely unstudied outside specialist circles.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_mahAsAhasrapramardanI,san,Mahāsāhasrapramardanī,Unknown,,GRETIL_sa_mahAsAhasrapramardanI,,work,,,,7816,whitespace_tokens,,religion,buddhist|buddhist_sutra,20,specialist,30,specialist,Religious Text,Classical,,uncertain,20,specialist,Buddhist Scripture,30,specialist,medium,"Mahāsāhasrapramardanī is a Buddhist dhāraṇī text. It is of limited circulation, mainly studied within specialized Buddhist textual studies.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_maitreyavyAkaraNa-C,san,Maitreyavyākaraṇa,Unknown,,GRETIL_sa_maitreyavyAkaraNa-C,,work,,,,1192,whitespace_tokens,,religion,buddhist|buddhist_sutra,9,obscure,12,specialist,Buddhist Scripture,Classical,c. 1st–5th c. CE,traditional,9,obscure,Buddhist Scripture,12,specialist,medium,"The Maitreyavyākaraṇa ('Prophecy concerning Maitreya') is a short Mahāyāna sūtra (c. 1,190 words) focusing on the future Buddha Maitreya. It belongs to the genre of vyākaraṇa (prophecy) texts. Its brevity and specialized subject matter place it in the obscure tier within the vast landscape of Sanskrit Buddhist literature. It is primarily of interest to scholars of Buddhist eschatology and the Maitreya cult.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_maitreyavyAkaraNa-G,san,Maitreyavyākaraṇa,Unknown,,GRETIL_sa_maitreyavyAkaraNa-G,,work,,,,1166,whitespace_tokens,,religion,buddhist|buddhist_sutra,10,specialist,15,specialist,Religious Text,Classical,,traditional,10,specialist,Buddhist Scripture,15,specialist,medium,"The Maitreyavyākaraṇa is a relatively minor Buddhist sutra concerning the prophecy of the future Buddha Maitreya. Though of interest for Mahayana Buddhist eschatology and the cult of Maitreya, this text is not among the most widely studied sutras. It is primarily known to specialists in Buddhist textual traditions.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_maitreyavyAkaraNa-K,san,Maitreyavyākaraṇa,Unknown,,GRETIL_sa_maitreyavyAkaraNa-K,,work,,,,1510,whitespace_tokens,,religion,buddhist_sutra|buddhist,35,specialist,45,common,Religious Text,Classical,c. 5th–7th c. CE,traditional,35,specialist,Buddhist Scripture,45,common,high,"A Buddhist Mahāyāna sūtra preserved in Sanskrit, the Maitreyavyākaraṇa is a prophetic discourse by the Buddha about the future Buddha Maitreya. It is an important text for the cult of Maitreya and for the study of Mahāyāna sūtra literature. It is well-known within Buddhist studies, but its readership is mainly among specialists.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_MaitrU,san,Maitryupaniṣad,Unknown,,corpus_MaitrU,,work,,,,6708,whitespace_tokens,,religion,vedic|upanishad|vedanta,45,common,60,common,Religious Text,Classical,4th–1st century BCE,traditional,45,common,Vedic Texts,60,common,high,"The Maitryupaniṣad (also Maitrāyaṇīya Upaniṣad) is a late Vedic Upaniṣad belonging to the Kṛṣṇa Yajurveda. Its 6,708 words present early Sāṃkhya, Yoga, and Vedāntic teachings, with a notable focus on the self and renunciation. The work is of common global popularity and is major within the Vedic Upaniṣads.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:Upanisad_texts_MaitrU,san,Maitryupaniṣad,Unknown,,Upanisad_texts_MaitrU,,work,,,,5341,whitespace_tokens,,religion,upanishad|vedanta,60,common,75,major,Religious Text,Classical,c. 3rd–1st century BCE,traditional,60,common,Vedic Texts,75,major,high,"The Maitryupaniṣad (also Maitrī Upaniṣad) is a late Vedic Upaniṣad associated with the Black Yajurveda. It discusses the nature of the self (ātman), the three guṇas, and yogic practices. It is a common text across the wider Sanskrit corpus and major within the Upaniṣadic tradition.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_499,san,Maitrāyaṇīsaṃhitā,Unknown,,dcs_499,,work,,,,114658,whitespace_tokens,dcs_scope_hint=Vedic Texts; dcs_subject=Yajurveda; dcs_time_slot=early; dcs_completed=false,ritual,,30,specialist,45,common,Vedic Text,Vedic,c. 800–400 BCE,traditional,30,specialist,Vedic Texts,45,common,high,"The Maitrāyaṇīsaṃhitā is a substantial saṃhitā of the Black Yajurveda belonging to the Maitrāyaṇīya school. It is a primary source for early Vedic ritual and linguistic study. Within Vedic textual scholarship it is commonly consulted, but its specialist ritual and linguistic content limits its wider readership.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_MS,san,Maitrāyaṇīsaṃhitā,Unknown,,corpus_MS,,work,,,,112560,whitespace_tokens,,ritual,yajurveda|samhita|vedic,35,specialist,55,common,Vedic Text,Vedic,c. 1200–800 BCE,traditional,35,specialist,Vedic Texts,55,common,medium,"The Maitrāyaṇīsaṃhitā is a recension of the Black Yajurveda, containing a collection of mantras and ritual prose used in Vedic sacrifices. It belongs to the Maitrāyaṇīya school and is one of the four major recensions of the Kṛṣṇa Yajurveda. This text is essential for the study of Vedic language and ritual, though its readership is largely confined to specialists.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:Brahmana_texts_MS,san,Maitrāyaṇīsaṃhitā,Unknown,,Brahmana_texts_MS,,work,,,,121148,whitespace_tokens,,religion,vedic|veda,95,canonical,95,canonical,Religious Text,Vedic,,traditional,95,canonical,Vedic Texts,95,canonical,high,"The Maitrāyaṇī Saṃhitā is a Vedic text belonging to the Black Yajurveda. It is a canonical text of the Vedic corpus, essential for the study of early Indian ritual and language.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_91,san,Manusmṛti,Unknown,,dcs_91,,work,,,,31430,whitespace_tokens,dcs_scope_hint=Dharmashastra; dcs_subject=Dharmashastra; dcs_time_slot=epic; dcs_author=Manu; dcs_completed=false,law,dharmashastra|smriti,95,canonical,95,canonical,Legal Text,Epic,c. 200 BCE–200 CE,traditional,95,canonical,Dharmashastra,95,canonical,high,"Manusmṛti (Laws of Manu) is the most authoritative and widely studied text of the Dharmashastra tradition. It codifies social, legal, and religious duties for the varṇa system and has exerted immense influence on Hindu law and social norms across South Asia.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_183,san,Matsyapurāṇa,Unknown,,dcs_183,,work,,,,78547,whitespace_tokens,dcs_scope_hint=Purana; dcs_subject=Purana; dcs_time_slot=classical; dcs_completed=false,religion,purana|itihasa,75,major,80,canonical,Religious Text,Classical,c. 3rd–5th century CE,traditional,75,major,Purana,80,canonical,high,"The Matsyapurāṇa is one of the eighteen major Purāṇas, narrated by Viṣṇu in his Matsya (fish) incarnation. It covers cosmology, dynastic histories, temple construction, and pilgrimages. It is a major work within the Sanskrit tradition and canonical within Purāṇic literature.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_maJjuzrImUlakalpa,san,Mañjuśrīmūlakalpa,Unknown,,corpus_sa_maJjuzrImUlakalpa,,work,,,,154770,whitespace_tokens,,religion,buddhist|buddhist_tantra,35,specialist,50,common,Buddhist Scripture,Medieval,800–1200,traditional,35,specialist,Buddhist Scripture,50,common,high,"The Mañjuśrīmūlakalpa is an extensive Buddhist tantric text centering on the bodhisattva Mañjuśrī. It combines sūtra-style narrative, dhāraṇī (ritual incantations), maṇḍala descriptions, and instructions for rites. Composed in Sanskrit, it is a vital source for the history of Buddhist tantra, Mahāyāna ritual, and the iconography of Mañjuśrī. Its length and ritual detail make it a specialist text for scholars of Buddhist esoteric traditions.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_maJjuzrImUlakalpa,san,Mañjuśrīmūlakalpa,Unknown,,GRETIL_sa_maJjuzrImUlakalpa,,work,,,,126550,whitespace_tokens,,religion,buddhist|buddhist_tantra,25,specialist,40,common,Religious Text,Early Medieval,c. 8th–10th century CE,traditional,25,specialist,Buddhist Tantra,40,common,high,"The Mañjuśrīmūlakalpa ('Root Manual of Mañjuśrī') is a major Buddhist tantric text focused on the bodhisattva Mañjuśrī. It is a compendium of rituals, mantras, and meditative practices, and is one of the earliest and most influential works of Buddhist tantra. This text is a key source for the study of Buddhist tantric literature, iconography, and ritual.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_40,san,Maṇimāhātmya,Unknown,,dcs_40,,work,,,,613,whitespace_tokens,dcs_scope_hint=Sanskrit Technical Literature; dcs_subject=Ratnashastra; dcs_time_slot=medieval; dcs_completed=false,religion,ratnashastra,5,obscure,10,specialist,Technical Treatise,Medieval,c. 12th–15th century CE,traditional,5,obscure,Other Sanskrit Literature,10,specialist,low,"The Maṇimāhātmya is a brief medieval Sanskrit text extolling the virtues and powers of precious stones (ratnaśāstra), often associated with astrological and medicinal uses. Its short length (613 words) and narrow technical focus make it a marginal work within the Sanskrit corpus. The text has seen only limited scholarly attention.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_mokSopAya,san,Mokṣopāya,Unknown,,corpus_sa_mokSopAya,,work,,,,368818,whitespace_tokens,,philosophy,vedanta|narrative,70,major,80,major,Philosophy,Early Medieval,,traditional,70,major,Vedanta,80,major,high,"Mokṣopāya (also known as Yoga Vāsiṣṭha) is a vast Sanskrit philosophical narrative attributed to Vālmīki. It presents a non-dualistic worldview through stories and dialogues, and is a major text in the Vedantic tradition.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
